Dataset,Model,runtime RMSE,runtime RMSE stats,runtime MAPE,runtime MAPE stats,cpu RMSE,cpu RMSE stats,cpu MAPE,cpu MAPE stats,memory RMSE,memory RMSE stats,memory MAPE,memory MAPE stats
fbd61c89-85d1-41b6-bcea-146b351b0d49,RF,0.15,"w_p:0.0, t_p:0.0",2.42,"w_p:0.0, t_p:0.01",3.6,"w_p:0.0, t_p:0.0",2.58,"w_p:0.0, t_p:0.0",1859970.1,"w_p:0.0, t_p:0.0",0.86,"w_p:0.0, t_p:0.0"
,BayesianRR,0.18,cohen:-0.84,2.82,cohen:-0.55,4.41,cohen:-0.8,3.09,cohen:-0.66,4017334.99,cohen:-2.47,1.99,cohen:-2.25
