id,structure_1eed3,structure_6bfb5,structure_012c1,structure_c6bb4,structure_b7648,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
6ffed,gpt-4,original,original,original,original,-0.1332366233405994,-7.237904188676144,-0.40969577271542285,23.96287520043552,1335182.615473395,100.36358241169197,True,True,True
ab43b,gpt-4,gpt-4-turbo,gpt-4,gpt-4,original,47.76707780257322,-2.2794959468889484,-591.6056084945403,12.499855574220419,1273447.1634898663,691.2879871845172,False,True,True
5c0d2,original,original,original,gpt-4-turbo,gpt-4-turbo,0.05552808093396826,-1.9723462859002536,-0.6829976374182046,23.917701937258244,1269622.9476885288,100.63675876194658,False,True,True
95bb5,original,gpt-4-turbo,gpt-4,gpt-4-turbo,original,47.87719894437537,-2.2774127935678625,-592.826160574929,12.47350249439478,1273421.226857472,692.5079787238316,False,True,True
d9a01,original,gemini-pro,original,original,gpt-4,0.1002360346347491,-2.3017042699130634,-0.602512209784715,23.90700288116932,1273723.671754784,100.55631029741265,False,True,True
7f506,gpt-4,gpt-4,original,gpt-4-turbo,gpt-4-turbo,-0.15849721043243056,-1.6438335618606146,-1.2191691027566016,23.968920309096575,1265532.7476662698,101.17268398942755,True,True,True
7dd92,gpt-4,gemini-pro,gpt-4,gpt-4-turbo,original,47.451014043069094,-2.939140504240954,-586.0138297097668,12.575492762029171,1281660.1731717642,685.6987764357474,False,True,True
7d92c,gpt-4,gemini-pro,original,gpt-4,original,-0.07361670686312974,-1.6458433058663045,-0.8037180437852429,23.948607563972473,1265557.7703042843,100.75742372721663,True,True,True
9d158,original,gemini-pro,gpt-4,original,original,47.69339475777601,-2.2809448983323093,-587.6741378833642,12.517488656565547,1273465.203890716,687.3583221093727,False,True,True
231bf,gpt-4,gpt-4,gpt-4,original,gpt-4-turbo,47.59385199074518,-8.196530978547777,-586.1286170695427,12.541310226544738,1347118.1510869195,685.8135110791902,False,True,True
f9282,gpt-4,original,gpt-4,original,gpt-4-turbo,47.32303472630013,-9.186759950215519,-583.2360689076081,12.606119479984045,1359447.1547010024,682.9222913259979,False,True,True
10647,gpt-4-turbo,original,original,original,gpt-4,-0.11981855223364456,-9.209736225094947,-1.0494925228925218,23.959664123132825,1359733.224472875,101.00308533388467,True,True,True
05474,gpt-4,gpt-4-turbo,original,original,gpt-4-turbo,-0.045312498306866865,-3.9459092635076787,-1.1247464128667537,23.941834086552262,1294195.1080471196,101.07830466335386,True,True,True
4191f,gpt-4-turbo,gpt-4-turbo,gpt-4,original,original,47.11513059014451,-11.159519424027458,-580.3129377277123,12.65587299875915,1384009.3109075415,680.0005026001587,False,True,True
213f1,original,gpt-4,gpt-4,gpt-4,gpt-4-turbo,46.96784838227197,-7.547279085292654,-579.2118703626389,12.691119089722633,1339034.536925529,678.8999409025563,False,True,True
13fb5,gpt-4,gpt-4-turbo,gpt-4,original,gpt-4,47.512049378958714,-8.195214689973954,-582.0326295789257,12.560886401683092,1347101.762426268,681.7194046793229,False,True,True
c384d,original,gpt-4-turbo,original,gpt-4,original,-0.07020972506613478,-3.618011576696214,-0.7235966210065679,23.94779223948717,1290112.565643882,100.67733910036753,True,True,True
672d9,gpt-4,gpt-4,original,gpt-4,gpt-4,-0.12055789757659252,0.33020360670576776,-1.0905019980812996,23.95984105579555,1240954.6833175777,101.04407597538692,True,False,True
e71a6,original,gpt-4,original,gpt-4,gpt-4-turbo,-0.05265389634468797,-1.6453815125861568,-0.95019027305921,23.94359095580876,1265552.0206734587,100.90382868881554,True,True,True
1dd83,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,-0.2877070285520923,-11.514941710056037,-1.4639339733226442,23.999841498211026,1388434.5527196366,101.41733645121917,True,True,True
4b359,original,gemini-pro,original,gpt-4,original,0.028204627712830135,-5.591743627906524,-0.6554798043547236,23.92424071021378,1314686.8310803089,100.609253566505,False,True,True
c014f,original,gemini-pro,gpt-4,gpt-4,gpt-4,48.24986050443189,-2.9427220579335387,-598.946300714234,12.384320892393589,1281704.7658767682,698.625308176085,False,True,True
cfec0,gpt-4,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,-0.1587238397444699,-3.287357275484854,-1.4276389194866357,23.968974543735385,1285995.7015737658,101.38105806596191,True,True,True
e1a53,original,gpt-4,original,original,gpt-4-turbo,0.06163517153758184,-2.301178714820371,-0.5636548219566415,23.916240449994802,1273717.1282473502,100.51747075492052,False,True,True
fc8c2,gpt-4,gpt-4,gpt-4,gpt-4,gpt-4,48.0890173533278,-2.6149952681530344,-598.4718715652699,12.422812251374125,1277624.3512542485,698.1510969096915,False,True,True
e77ab,gpt-4-turbo,gemini-pro,original,gpt-4-turbo,gpt-4,-0.18873996862344766,-3.2886161234436697,-1.272069829520579,23.976157700642943,1286011.3750608864,101.22556042142305,True,True,True
0a454,gpt-4-turbo,gpt-4-turbo,gpt-4,gpt-4-turbo,gpt-4,47.25513642251838,-5.9030621823567815,-583.6247145605744,12.622368216514587,1318562.952354042,683.310758492642,False,True,True
b5f52,original,gpt-4-turbo,gpt-4,original,gpt-4-turbo,47.26036016706119,-5.569754220767136,-580.9972907140265,12.621118122711778,1314413.0484625003,680.6845412959447,False,True,True
6c333,gpt-4,gemini-pro,original,original,gpt-4-turbo,-0.028971238312503502,-6.247991862353502,-0.9740910370571219,23.937923461198807,1322857.5543026417,100.92771847633801,True,True,True
d8c42,original,gpt-4-turbo,gpt-4,gpt-4,original,47.274253944123195,-1.9504285119718832,-581.7317675394999,12.617793204262853,1269350.0569514295,681.4186808114126,False,True,True
8f846,gpt-4,gpt-4,gpt-4,gpt-4-turbo,gpt-4,47.41497706367914,-7.877484297037084,-581.4891085002365,12.584116768091917,1343145.8095356703,681.1761332138163,False,True,True
bd9a2,gpt-4-turbo,gpt-4-turbo,gpt-4,original,gpt-4-turbo,47.39705945465571,-5.8970633318860886,-583.8001695845388,12.58840462937951,1318488.2627102833,683.4861329385228,False,True,True
a0e53,gpt-4,gpt-4,original,original,gpt-4-turbo,0.010014148186891975,-5.923203878797141,-0.9298397051844507,23.928593872115016,1318813.7297553422,100.88348746698128,False,True,True
fa32f,gpt-4,gpt-4-turbo,gpt-4,original,gpt-4-turbo,47.26456310288288,-2.6080750093036515,-579.466065090852,12.62011231854558,1277538.1894686357,679.1540188913132,False,True,True
4bd10,gpt-4-turbo,gpt-4,gpt-4,original,original,47.19753575398619,-3.595528163458325,-579.5536446221862,12.636152626946568,1289832.6323244195,679.241558201566,False,True,True
20328,original,gpt-4,original,gpt-4,gpt-4,-0.2751202403308889,-1.9737047550168807,-0.8096088835022153,23.99682935513556,1269639.8615247502,100.76331186155325,True,True,True
bef84,gpt-4,gemini-pro,gpt-4,gpt-4-turbo,gpt-4-turbo,48.45615145271742,-2.608011462091378,-606.042359930573,12.334953425452113,1277537.3982639425,705.7181085125123,False,True,True
fc810,original,original,gpt-4,original,gpt-4-turbo,48.39049798321714,-4.91383539043424,-603.9291219340412,12.35066495090723,1306246.4265385836,703.6058410249132,False,True,True
8487e,original,gemini-pro,gpt-4,original,gpt-4-turbo,48.288591155755114,-1.9517831214938308,-599.3081056209539,12.375052263960242,1269366.9227331523,698.9869469231512,False,True,True
b10e5,gpt-4,gemini-pro,gpt-4,gpt-4,gpt-4-turbo,47.84731586496784,-11.820956904523538,-595.9562527615471,12.480653811246157,1392244.643664764,695.6366334091216,False,True,True
f3fc7,original,gpt-4,gpt-4,gpt-4,original,47.92147716867591,-2.28221874445275,-594.3785152083606,12.462906276807189,1273481.064114838,694.0596204351783,False,True,True
d7829,gpt-4-turbo,gemini-pro,original,gpt-4,gpt-4,-0.06375594617674808,-5.261346241350162,-0.9389898735502309,23.946247786283493,1310573.1657670466,100.89263343311326,True,True,True
ceb09,gpt-4-turbo,original,original,original,gpt-4-turbo,0.023473969461438916,-5.59261985656476,-1.0688753786136338,23.92537280358374,1314697.7407048536,101.0224592879891,False,True,True
91383,original,gemini-pro,original,gpt-4-turbo,gpt-4,0.0691505441738404,-0.3292125327578012,-0.6548876835071735,23.91444194689393,1249164.849046155,100.60866171759018,False,True,True
b85d3,gpt-4,gemini-pro,original,original,original,0.13537566562393766,-0.9876764508504776,-0.6797741753080727,23.898593619465828,1257363.1589908088,100.63353678021811,False,True,True
d9bbd,original,gpt-4-turbo,original,gpt-4,gpt-4-turbo,-0.1299667228172122,-6.907323465205884,-1.0392511583832968,23.962092680856586,1331066.6674946698,100.99284867274334,True,True,True
9bf1e,gpt-4-turbo,gpt-4-turbo,gpt-4,gpt-4-turbo,original,47.511009275184385,-5.569256358518975,-586.0811226951865,12.561135308817029,1314406.8497492406,685.7660385167239,False,True,True
88d05,gpt-4-turbo,original,original,gpt-4,gpt-4,-0.10650002305311314,-10.853983295465861,-1.2717442312547835,23.956476867198944,1380205.1846488193,101.22523497268894,True,True,True
a29bf,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4,-0.003785644297620476,-3.946740723891035,-0.7486943740005287,23.931896299123764,1294205.4602771236,100.70242532716638,True,True,True
0a6bf,gpt-4,gpt-4,gpt-4,gpt-4-turbo,original,47.71392417291193,-5.240629132012178,-590.0230079809195,12.512575764209032,1310315.2240957671,689.7061134834644,False,True,True
299c3,original,gpt-4-turbo,gpt-4,original,original,47.42146096433374,-8.862039692605583,-581.0165676722523,12.582565106451511,1355404.1733863917,680.7038094011874,False,True,True
e202e,gpt-4,gpt-4,original,gpt-4,original,-0.19512370467947096,-2.3050595593509966,-0.7231976068295071,23.977685391902924,1273765.447320628,100.67694026943856,True,True,True
04fcf,gpt-4-turbo,gpt-4-turbo,original,original,original,-0.08417226070019665,-2.95937824250266,-1.1272534864961945,23.951133612543344,1281912.1463570662,101.08081058560454,True,True,True
ab732,gpt-4,original,original,gpt-4-turbo,gpt-4,-0.1661199628807884,-6.2509032003364755,-0.6271525927358537,23.970744509249926,1322893.8023801479,100.58093936421682,True,True,True
4ae79,gpt-4,gemini-pro,gpt-4,gpt-4,gpt-4,47.497172636075454,0.017535189750924027,-587.890967955793,12.564446553587914,1244847.6112695376,687.5750526021411,False,False,True
b59a1,gpt-4-turbo,gemini-pro,gpt-4,gpt-4-turbo,original,47.08701990030876,-4.582822395209607,-579.5564678418405,12.662600165233016,1302125.096491494,679.2443801246508,False,True,True
faa25,original,original,gpt-4,original,gpt-4,48.44482953734954,-2.611047093053,-604.6709595198843,12.337662871927023,1277575.1938709866,704.3473379203065,False,True,True
2e7f3,original,gpt-4,gpt-4,gpt-4-turbo,gpt-4,48.26642479002322,-4.9212270943691605,-596.988216285864,12.380356894806027,1306338.458126363,696.6681230020497,False,True,True
b5e98,original,gpt-4,original,gpt-4-turbo,gpt-4,-0.12205162579488736,-1.3153845392662937,-0.9219735921187814,23.96019851975143,1261443.340769007,100.87562496644435,True,True,True
6a07e,original,original,gpt-4,gpt-4,original,47.929222844389884,-1.9557319584167794,-593.3577891851394,12.461052659898996,1269416.088356546,693.0393631825002,False,True,True
19a2c,original,gemini-pro,original,original,gpt-4-turbo,-0.10992006539843388,-3.289599716761292,-0.7671630898361725,23.957295317202806,1286023.6214462323,100.72088556120598,True,True,True
fa5ac,original,original,gpt-4,original,original,48.1468770690408,-1.9559276176740232,-594.3331943486348,12.408965848386288,1269418.5244433084,694.0143203891515,False,True,True
932d0,gpt-4,original,original,gpt-4,gpt-4-turbo,0.05734457904411182,-1.9724497973589181,-0.97763764270646,23.91726723127067,1269624.2364744404,100.93126345320135,False,True,True
66d94,gpt-4,original,original,original,gpt-4-turbo,-0.16225474108252258,-3.618248432252559,-0.6310357547583556,23.969819523394108,1290115.5146517314,100.58482074288911,True,True,True
34ceb,gpt-4-turbo,gpt-4,gpt-4,gpt-4,gpt-4,47.07057539348869,-5.24155856467866,-582.0308098213914,12.666535498574376,1310326.796145295,681.7175857575161,False,True,True
d7feb,gpt-4,original,gpt-4,gpt-4,gpt-4-turbo,46.89237633034,-4.252836104012908,-576.9084016850069,12.709180299192667,1298016.5495865191,676.5975300976916,False,True,True
bb46e,original,gpt-4-turbo,original,gpt-4-turbo,original,-0.14344445369944545,-2.303654921102357,-0.7751760407352977,23.96531803533435,1273747.958648271,100.72889483214078,True,True,True
870cd,gpt-4,gpt-4,original,gpt-4,gpt-4-turbo,-0.22832438129700844,-4.273766986988561,-1.3154947658926894,23.98563064262271,1298277.1528805413,101.26896541480308,True,True,True
cbfb2,gpt-4-turbo,gpt-4-turbo,gpt-4,gpt-4-turbo,gpt-4-turbo,46.85174361796995,-6.55447082968288,-577.9640791345914,12.718904109671712,1326673.4195256925,677.652722725218,False,True,True
83bce,original,gpt-4,gpt-4,gpt-4-turbo,gpt-4-turbo,48.3824440925728,-6.885568234461891,-603.576312238399,12.352592326700687,1330795.8005273903,703.2531933578555,False,True,True
1f708,original,gpt-4,gpt-4,gpt-4-turbo,original,48.444634072778555,-2.2936078252686003,-600.0461828686109,12.337709648534656,1273622.8656804932,699.7246852073016,False,True,True
a7d15,gpt-4,original,gpt-4,gpt-4-turbo,gpt-4,48.14814654966803,-8.535997922249743,-592.5764239432077,12.408662049099803,1351344.7383667426,692.2583567841764,False,True,True
00b75,gpt-4,original,gpt-4,gpt-4-turbo,gpt-4-turbo,48.105213188241756,-4.91566962210869,-589.8283465954313,12.418936427682638,1306269.2639323485,689.5115414966212,False,True,True
a3141,gpt-4,gemini-pro,gpt-4,original,gpt-4,47.71291006569982,0.020636198877527403,-588.4904844548121,12.51281845010817,1244809.0016612317,688.1742937719647,False,False,True
a4a83,gpt-4-turbo,gemini-pro,gpt-4,original,original,47.32351547589958,-9.52022382386092,-581.2582113181728,12.606004431843758,1363598.9998004404,680.9453420717624,False,True,True
32728,gpt-4,original,gpt-4,original,original,48.65907521573968,-2.2816676492822916,-604.6801341797749,12.286391759291291,1273474.202616596,704.3565083667155,False,True,True
fd964,original,gemini-pro,gpt-4,gpt-4-turbo,original,47.36371979761451,-1.6278327177907197,-584.9555395453582,12.596383139491081,1265333.526607292,684.6409722932916,False,True,True
49ebf,gpt-4,gpt-4,gpt-4,gpt-4,original,47.36446993075244,-2.6148039856797105,-581.9471330906758,12.596203625202179,1277621.9696613317,681.6339474555126,False,True,True
6f851,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4,-0.1404726808176093,-2.630512127601393,-1.2373877895895993,23.964606860652566,1277817.5463855683,101.19089430929084,True,True,True
f95b3,original,gpt-4-turbo,gpt-4,gpt-4,gpt-4-turbo,47.10646509534859,-4.914491815983964,-575.6963137292797,12.657946737483144,1306254.599469498,675.3859987958718,False,True,True
8e4b8,original,original,original,original,original,0.0,0.0,0.0,23.930990356951952,1245065.9359439295,99.95407479260983,False,False,False
69d40,original,gemini-pro,gpt-4,original,gpt-4,48.48845908515543,-0.31059651027487073,-605.9982328291609,12.327221889048815,1248933.0672915925,705.6740016765632,False,True,True
0c30a,original,original,original,gpt-4,gpt-4-turbo,-0.020151351957234914,-9.867744540195726,-0.6904118618556392,23.935812775045633,1367925.8618598734,100.64416958138607,True,True,True
f6a60,original,gemini-pro,gpt-4,gpt-4,gpt-4-turbo,47.98921436382249,-3.5969899472564197,-601.3916952831662,12.44669609516859,1289850.8324965467,701.06957969249,False,True,True
c9333,gpt-4-turbo,gemini-pro,gpt-4,gpt-4,gpt-4,48.16687722841685,-5.569060984218818,-597.9079636643453,12.40417961217463,1314404.4172103817,697.5874479846399,False,True,True
1a9a2,gpt-4-turbo,original,gpt-4,original,gpt-4,48.285978540168834,-9.185460448802766,-600.5662287955597,12.375677488744259,1359430.975051575,700.2444923020798,False,True,True
07462,gpt-4,gpt-4-turbo,gpt-4,gpt-4-turbo,gpt-4,47.465508270667804,-7.535390821410669,-586.5214133511547,12.572024149820209,1338886.5202015592,686.2061269682953,False,True,True
c7b35,original,gpt-4-turbo,gpt-4,original,gpt-4,47.67244140409083,-2.606897679053611,-588.756954590332,12.522503001615405,1277523.530930739,688.4406415305223,False,True,True
