id,structure_5fba4,structure_06fb2,structure_975e2,structure_52fce,structure_14320,structure_c80df,structure_6fedc,structure_bbdd3,structure_4bd55,structure_d00ba,structure_ea5c4,structure_74928,structure_9176d,structure_24ac5,structure_bcaba,structure_bfcaa,structure_dc0fa,structure_1a80e,structure_70b08,structure_793be,structure_5a2ea,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
55a5b,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,0.3117773300618951,-0.4146295852416553,0.0024625167858443615,24.638330462295563,8351792.240715849,99.91909026762005,False,True,False
3a4b4,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.3851614450042592,-0.11638603925433175,0.0027702644886310607,24.62019329397008,8326986.411689651,99.91878276134271,False,True,False
37046,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,original,original,original,0.01196821636911702,-0.3902633593690904,0.005850587327000314,24.712429446317255,8349765.627093725,99.91570485499135,False,True,False
d0ba7,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.4662980961186416,0.03531921069440567,0.0018709465265243008,24.60014005629346,8314368.621486858,99.91968137379754,False,False,False
e9ee2,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,0.03914279860957124,0.027811683202662533,0.002215586883864227,24.705713143032042,8314993.045538528,99.91933700380763,False,False,False
aebdf,original,gpt-4-o,original,original,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.4110220018085549,-0.15696162348959877,0.0004156726098853047,24.613801757162438,8330361.20728446,99.9211355060642,False,True,False
17e34,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,0.11065801859231203,-0.3614544017653373,0.006767169559323105,24.688037879336626,8347369.4978686115,99.91478899180997,False,True,False
36bf6,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,0.2660587645357781,-0.22384174767978007,0.0012226856207685898,24.649629982896148,8335923.83201929,99.92032912614815,False,True,False
d8e74,gpt-4-o,gpt-4-o_2,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,original,original,original,original,0.613240231517433,-0.22269548710889792,0.003071102005704452,24.563822738220914,8335828.494017434,99.9184821598301,False,True,False
4c9bf,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,original,original,original,original,original,gpt-4-o,0.37503926685148725,-0.333982633927913,-7.199548516772242e-05,24.622695029517637,8345084.586811218,99.9216227915878,False,True,True
37cb9,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,0.029720913183623743,-0.5678169168574909,2.001440964410173,24.70804179851897,8364533.300189449,97.92168000154494,False,True,False
916eb,gpt-4-o,gpt-4-o_2,original,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,0.315516124693419,-0.258125394488486,0.002738668050672297,24.637406404716895,8338775.307910632,99.91881433299353,False,True,False
d9bb9,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,0.15051395922798272,-0.4129719074831701,0.0017108204115784751,24.678187329191715,8351654.366580396,99.91984137429492,False,True,False
0c2a0,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o,original,0.21933001394029455,-0.42466404162960525,2.0015893051006737,24.66117917465046,8352626.83718199,97.92153177722645,False,True,False
d3d59,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,0.2310801070538598,-0.10896521203636624,0.0029893111362604757,24.65827509361319,8326369.198765253,99.91856388653531,False,True,False
afc3e,original,gpt-4-o_2,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,-0.06617604179857352,-0.2985295944727214,-0.00019081211099614907,24.731743102483453,8342135.848952455,99.92174151500299,True,True,True
1a467,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,original,original,0.5239943172149415,-0.4978596595674685,0.003241548272072928,24.58588021171279,8358714.74087165,99.91831184727738,False,True,False
c6fe2,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,0.17406075927510153,-0.21711506441577683,2.000767720769903,24.67236764633097,8335364.353173208,97.92235271703132,False,True,False
6c550,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,original,original,0.5293645011531062,-0.0894202089774615,0.0019134483285789584,24.584552949946374,8324743.581008494,99.91963890533779,False,True,False
74013,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o_1,original,original,gpt-4-o,original,original,original,0.5247294539356464,-0.0934786505810535,-0.0015825033305707104,24.585698519824074,8325081.134024765,99.92313211445267,False,True,True
75466,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,original,original,original,gpt-4-o,0.4006832694365686,-0.12471589846925024,4.00410086180465,24.616357014924287,8327679.23158895,95.92059117376564,False,True,False
48411,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o,0.49477549433656764,-0.32983120282961803,1.9958055453049817,24.593101756991818,8344739.299573912,97.92731099971189,False,True,False
04057,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,0.2480572201577727,-0.3408617382305537,0.002178451627205072,24.65407913433388,8345656.74298184,99.919374109932,False,True,False
8778c,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,0.5105903387802132,-0.03395317786646224,-0.0012245455832462875,24.589193056914954,8320130.218175191,99.92277443752015,False,True,True
7ce12,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.34251983353097815,-0.3166780289307569,2.0021049248741813,24.630732333455235,8343645.30982199,97.92101656195226,False,True,False
c5a22,gpt-4-o,gpt-4-o_2,original,gpt-4-o,original,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,original,original,original,0.35156754597820866,-0.4300232827313823,0.0015797033505866825,24.628496156269684,8353072.581675943,99.9199723884957,False,True,False
006fa,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.3502754201652567,0.07242141163671292,0.0020080678422017633,24.628815510170533,8311282.717817011,99.91954436005237,False,False,False
1a9b0,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,0.465427976000579,-0.21063226393195503,0.0034754771067546735,24.600355109851808,8334825.158804793,99.91807810195787,False,True,False
cb3be,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.4912499247667381,-0.16640430784657273,-0.0029180854897840887,24.593973115170375,8331146.58425861,99.92446664885907,False,True,True
94639,gpt-4-o,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,0.29377575075278795,-0.10469015148934852,0.004266729587274187,24.642779622366653,8326013.628888108,99.91728747020818,False,True,False
adf1b,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,original,original,0.15899061525420322,-0.31971724739796636,0.003810888119484649,24.676092290813102,8343898.090928858,99.91774295407222,False,True,False
9a465,gpt-4-o,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,original,original,gpt-4-o,original,0.2650699494329308,-0.5274650377682527,3.9974161332428784,24.649874372379855,8361177.110836685,95.92727065821485,False,True,False
ec714,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,original,0.27469796728403073,-0.10636233984922154,-0.001789727571305028,24.647494770465418,8326152.709914714,99.92333917612775,False,True,True
b80a1,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,original,gpt-4-o,original,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,0.30915231099931295,-0.08179662348744347,0.0034236301089617853,24.638979245927185,8324109.504057705,99.91812990828214,False,True,False
7c1f3,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.2606017463312847,-0.306263185090463,0.005879018315282895,24.650978706087916,8342779.075366584,99.91567644630693,False,True,False
64eb0,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,0.10627172281183482,-0.09594091478741464,0.003870192326248778,24.68912196933292,8325285.928078961,99.9176836963891,False,True,False
f2871,gpt-4-o,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,original,original,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,0.4276230530535339,-0.44598296950826927,-0.0008363398266487959,24.609698743028567,8354399.99769827,99.92238653630766,False,True,True
e6c03,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,-0.07427611501366635,-0.2421439901351827,0.0005338112666531137,24.733745066961273,8337446.08557097,99.9210174600862,True,True,False
01d92,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.4408835269714959,-0.08774418014311094,1.998792932335159,24.606421365523712,8324604.180557865,97.92432595626137,False,True,False
1af47,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,-0.20536371619657193,-0.23066315390131334,0.004597155278009021,24.766143875475972,8336491.189263818,99.91695730373358,True,True,False
8b033,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.27308546195638256,-0.07919310274943511,0.0038857241303972842,24.647893307404594,8323892.961265205,99.91766817676952,False,True,False
ce1ee,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,0.09521162136380507,-0.02230888544076924,0.00196081081598071,24.691855516256766,8319161.726716016,99.91959158000586,False,True,False
3985b,gpt-4-o,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,gpt-4-o,gpt-4-o,original,original,original,original,-0.040409464538742605,-0.10217642876190502,0.003953957233154349,24.725374793084338,8325804.5548711335,99.91759999719505,True,True,False
92374,gpt-4-o,gpt-4-o_2,original,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,original,original,original,0.4035763694658447,-0.2822022790758931,0.0013645273517693334,24.6156419740431,8340777.856132025,99.92018739569077,False,True,False
1e1ec,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,original,0.1949745143179796,-0.1312870905215434,0.0026386895568967046,24.66719873074442,8328225.777754796,99.91891423305503,False,True,False
ce429,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,original,original,original,original,-0.19203082288116638,-0.01664937775045174,9.352495483007271e-05,24.76284859923646,8318691.008130393,99.92145740099717,True,True,False
ee61a,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,0.05792918728701657,-0.37881867177848616,0.0020048149265985853,24.701070014284923,8348813.737379931,99.91954761041609,False,True,False
428ea,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,original,original,gpt-4-o,original,-0.02526118074531989,-0.10834965201993162,0.000946880870748862,24.721630836054683,8326318.000753666,99.92060471453169,True,True,False
5bb4a,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o,original,0.3909024570879542,-0.08121732861897592,-0.0005654841553205449,24.618774380590768,8324061.32232953,99.92211589312029,False,True,True
418a9,gpt-4-o,gpt-4-o_2,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,0.3307497543184133,-0.34467752735229007,0.0013084946511954972,24.633641354134305,8345974.113848125,99.92024338443417,False,True,False
8c39a,gpt-4-o,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,original,original,original,original,0.35661526357848305,-0.1075032194907117,-0.0011085918167700545,24.627248593308032,8326247.600368194,99.92265857471841,False,True,True
9e53c,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,0.23395397590315847,-0.24025345048948055,0.007454371112678339,24.657564805792646,8337288.843599267,99.91410232936038,False,True,False
2161d,original,gpt-4-o_2,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,0.22836697495223984,-0.34786205088619904,0.0007930765525843243,24.658945654723794,8346238.980422355,99.92075839819168,False,True,False
ce370,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.11263756627878065,-0.18011454036472177,0.0023889714030718755,24.687548626456408,8332286.90628177,99.9191637553071,False,True,False
df512,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,original,original,gpt-4-o,original,0.08066056267156675,-0.36213565555489186,-0.0013001404864238012,24.69545186678879,8347426.159832481,99.92284997311977,False,True,True
0d238,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,0.12426449661628554,-0.16877389991834618,0.0012699807289718763,24.68467498557642,8331343.670487584,99.92028186814255,False,True,False
ad9cf,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,0.3656262348992581,-0.26338113355423926,-0.0028165225881517553,24.625021496834233,8339212.443823297,99.92436516563266,False,True,True
d456c,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,0.24682104999584956,-0.04851787493008426,0.005032267539493759,24.654384658578785,8321341.608631211,99.91652253281396,False,True,False
454e9,original,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,original,original,original,gpt-4-o,0.4013026170493312,-0.12097595377471478,0.003649827222211911,24.616203940762208,8327368.168935933,99.9179038886186,False,True,False
daea3,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,original,original,original,0.009914856411729688,-0.2430468345536061,0.003013772685939568,24.712936942186207,8337521.177906016,99.91853944417551,False,True,False
49468,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,original,original,original,gpt-4-o,gpt-4-o,0.20521542720991565,0.1092195874327557,2.0071108821001866,24.664667649446056,8308222.10084959,97.91601453185702,False,False,False
d0aa4,gpt-4-o,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,original,original,original,gpt-4-o,0.010824684050200456,-0.3401241682945355,0.0013546901934481483,24.712712074760347,8345595.397031613,99.92019722513193,False,True,False
4a69c,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,original,original,gpt-4-o,original,-0.1316418092007345,-0.030279250549003687,0.0004275711008171627,24.74792322053574,8319824.64638959,99.92112361690754,True,True,False
f0587,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,0.19067849120114963,-0.48390794260330605,0.003699106109144194,24.668260509502144,8357554.333847621,99.91785464839053,False,True,False
3506f,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,0.3911368484078656,-0.16405343122678553,-0.004048876067247308,24.618716449867932,8330951.054651091,99.92559655234096,False,True,True
f0787,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,original,original,gpt-4-o,gpt-4-o,original,0.2868693115502619,-0.04674002083545474,2.004787043865059,24.644486575573683,8321193.739061867,97.91833654706086,False,True,False
981b3,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,0.4795184000086539,-0.3668933631757642,0.003976845383212021,24.596872606966645,8347821.872944761,99.91757712700056,False,True,False
86eef,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.41745085218835515,-0.4089595245425681,0.0037118812726566613,24.612212841883302,8351320.64440417,99.91784188324903,False,True,False
9d5b5,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,original,original,0.20044952864073096,-0.15060486487395236,0.0036128033880745707,24.6658455597423,8329832.4962041965,99.91794088340785,False,True,False
be4fb,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,0.13675444098287662,-0.24697246495313233,0.007329363600330501,24.681588047435508,8337847.68460774,99.9142272388054,False,True,False
a19f8,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,original,original,0.3130725604859829,-0.26406403034437637,0.0012259276267803211,24.638010341078044,8339269.242440556,99.92032588668546,False,True,False
448ed,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.2699252317876152,-0.3534168460595943,2.0032453327168858,24.648674370534717,8346700.989747287,97.91987704874978,False,True,False
2282d,original,gpt-4-o_2,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o_1,original,gpt-4-o,original,gpt-4-o,original,original,0.2922870991363849,-0.24238471777208362,-0.0015288916085281045,24.64314754838124,8337466.107625707,99.92307854478857,False,True,True
8ba18,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,0.3121607547365724,0.007807358621694836,1.999618224054025,24.638235697401687,8316656.86647285,97.92350131197682,False,False,False
1112a,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,0.5653594540493414,-0.17944653802085583,1.9976010185565516,24.575656657880174,8332231.346481218,97.92551693499378,False,True,False
0c6ba,gpt-4-o,gpt-4-o_2,original,original,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,original,original,original,original,original,0.1127076669963208,-0.3368036396519354,0.0022778150419262774,24.68753130079247,8345319.218496006,99.91927482446702,False,True,False
70196,original,gpt-4-o_2,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o_1,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,0.1850805488605402,-0.10319266894170087,0.0004278011217332692,24.669644062640145,8325889.078678903,99.92112338706707,False,True,False
2480f,gpt-4-o,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,original,original,original,original,original,0.1820494436852731,-0.3419358936891489,0.004217138232631638,24.670393212027847,8345746.0837807,99.91733702265883,False,True,False
40fe3,original,gpt-4-o_2,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,original,original,gpt-4-o,gpt-4-o,original,0.21212183600315554,-0.14759369023219404,0.004943379260596825,24.6629607037548,8329582.04758817,99.91661135136076,False,True,False
bfbb2,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,0.1824115108284529,-0.1684074460416838,0.003042034827867437,24.670303725730626,8331313.191396476,99.91851120420499,False,True,False
