id,structure_5fba4,structure_06fb2,structure_975e2,structure_52fce,structure_14320,structure_c80df,structure_6fedc,structure_bbdd3,structure_4bd55,structure_d00ba,structure_ea5c4,structure_74928,structure_9176d,structure_24ac5,structure_bcaba,structure_bfcaa,structure_dc0fa,structure_1a80e,structure_70b08,structure_793be,structure_5a2ea,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
3f661,original,gpt-4-o_2,original,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.38044202576839337,-0.273624821130544,0.0010089246556886345,24.621359716719017,8340064.442688098,99.92054271941957,False,True,False
dd64c,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,0.36698752281150165,-0.2729877738494738,0.0022919419508824687,24.624685049252584,8340011.457514912,99.91926070864051,False,True,False
c443c,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o_1,original,original,gpt-4-o,original,original,gpt-4-o,0.30538457049445555,-0.37187041829164424,0.0007518464313093137,24.639910457590595,8348235.829859905,99.92079959596828,False,True,False
ee091,original,gpt-4-o_2,original,original,original,gpt-4-o,original,original,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,original,original,original,original,original,original,0.27338703417470306,-0.18473268384155228,0.005181495317397035,24.647818772662433,8332671.011416805,99.91637342210397,False,True,False
5feff,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,0.32025979162425366,-0.23870149586670242,-0.0003745826008835526,24.6362339890562,8337159.762780765,99.9219251413265,False,True,True
44030,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,-0.22341364028108748,-0.45256860627694884,0.004757251024892239,24.77060498414561,8354947.745275411,99.91679733358045,True,True,False
28f2a,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.4257790602480053,0.03852014577840666,0.005069743809417645,24.61015449299477,8314102.38991375,99.91648508594385,False,False,False
8d474,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,original,original,gpt-4-o,original,0.04427673283225918,-0.5149045501053072,0.0035352762963592856,24.704444271298126,8360132.416613977,99.91801834968022,False,True,False
55729,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,-0.2753808111843971,-0.13553659581547367,0.0008325364808194341,24.7834488717746,8328579.222123284,99.92071896921942,True,True,False
fc527,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,0.026975168119936492,-0.1721114515437205,0.002928407968269191,24.708720420049502,8331621.264876797,99.91862474192529,False,True,False
315d2,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.2575845961173779,-0.17096952707723914,0.0015862561004089497,24.65172440645285,8331526.287522023,99.91996584088645,False,True,False
af462,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,0.18142954621831206,-0.10458729132323359,-0.0024607265397820982,24.67054642208852,8326005.073693105,99.92400964870326,False,True,True
749fe,gpt-4-o,gpt-4-o_2,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,original,original,original,-0.1431087595183264,-0.08844289629880898,4.006216904857804,24.750757321733982,8324662.294920201,95.91847679073022,True,True,False
4da85,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,original,original,original,gpt-4-o,0.4206027874044351,-0.17431209124864638,2.0077050200909095,24.611433828882873,8331804.298820039,97.91542085996248,False,True,False
033de,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,original,original,original,original,gpt-4-o,original,0.11495049184876396,-0.0988965911751179,0.0008473825776396126,24.68697697794065,8325531.760735246,99.92070413476924,False,True,False
6954a,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,0.3521047242299179,-0.2254091323320502,0.005069281201237632,24.628363390583544,8336054.196200596,99.91648554818912,False,True,False
0cb57,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,0.24757138578330853,0.024126959024425153,-0.0005821705984962597,24.654199210181833,8315299.515332104,99.9221325664731,False,False,True
f54f6,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,0.23348380532620783,-0.39927345887579113,0.0030333415675555192,24.657681010272356,8350515.024661181,99.91851989064551,False,True,False
2700e,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.23301680590661472,-0.5220841786439037,0.005087136898676721,24.65779643098824,8360729.568305594,99.91646770649932,False,True,False
d90b3,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o_1,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,0.0017372778741482756,-0.2841740074695111,0.0008069474833338632,24.714958062404765,8340941.850820514,99.92074453814256,False,True,False
0dd52,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,original,original,original,original,gpt-4-o,original,0.24958473484337684,-0.06624421737036604,0.0007132566161643264,24.65370160316117,8322815.962815064,99.92083815551004,False,True,False
5dda0,original,gpt-4-o_2,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,0.4244050247399068,-0.2740137683142356,0.003195509472873207,24.610494091194123,8340096.7926164325,99.91835784995953,False,True,False
3029d,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,original,original,original,gpt-4-o,original,original,0.2417927118537941,-0.6528080317394985,0.002808905619055786,24.655627431832254,8371602.271481115,99.91874415052592,False,True,False
5c414,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.39355942707945235,-0.04033912521578618,2.005034883771777,24.618117700163275,8320661.356971819,97.91808890158244,False,True,False
10f5c,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,0.2307784458308987,-0.26962087586387234,0.0033260692338098106,24.658349650353195,8339731.422299052,99.91822739262162,False,True,False
ad1f2,gpt-4-o,gpt-4-o_2,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,original,original,gpt-4-o,original,original,0.2312224036021822,0.13909310676148395,0.004456108795101377,24.658239924469964,8305737.42876582,99.91709823956673,False,False,False
826bd,gpt-4-o,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o,original,0.20039208885067847,-0.19377452844517257,0.002926358639619548,24.665859756208956,8333423.049321184,99.91862678964625,False,True,False
ab7f3,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,0.3182620130236636,-0.17195518903784346,2.0022574308966927,24.636727747777478,8331608.268045663,97.92086417556942,False,True,False
44ddf,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,0.161775493980753,-0.2140865578733352,0.00347232691007233,24.675403997246175,8335112.4630099265,99.91808124968325,False,True,False
fd278,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,original,original,original,gpt-4-o,original,0.4324573127556961,-0.29158304521250256,-4.059643903280591e-06,24.60850393701345,8341558.083178177,99.92155490904162,False,True,True
e9bae,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.07637783591199748,-0.21516469654578194,0.008634554947520034,24.6965103593003,8335202.135104881,99.91292307136969,False,True,False
5f56f,gpt-4-o,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,original,original,gpt-4-o,-0.0299853325631223,-0.19110163096460211,2.001019820951383,24.72279842847958,8333200.736252554,97.92210081462028,True,True,False
cf554,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,0.32481650316103755,-0.06041873045622395,0.000768528435183611,24.635107780145482,8322331.43922912,99.92078292705129,False,True,False
3fb9f,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.2762790577076849,-0.46364177883144136,-0.0025735646274509636,24.647103997841477,8355868.734945967,99.92412239827041,False,True,True
89277,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,original,gpt-4-o,original,original,original,0.1855852616371074,-0.26867854092921967,0.007150967114586891,24.66951932092197,8339653.045416839,99.91440549534062,False,True,False
e3366,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,original,original,original,original,original,original,-0.0649158313051318,0.01443115907542665,0.004992549099798817,24.731431636577472,8316105.944705155,99.91656222009487,True,False,False
da0b5,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.08119896230646434,-0.14590918308904066,0.003023700069570915,24.695318799233064,8329441.941970634,99.91852952457982,False,True,False
1d9b2,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,original,original,gpt-4-o,original,original,gpt-4-o,0.3151256252057476,-0.16664476956517252,-0.0017106696901395464,24.637502918178214,8331166.584196108,99.92326018026682,False,True,True
886b0,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,original,original,original,original,original,gpt-4-o,original,original,original,gpt-4-o,0.21267152607511897,-0.09938606367192097,-0.0005060113280045837,24.662824845723808,8325572.471661709,99.9220564669489,False,True,True
c3d63,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,gpt-4-o,0.14888371311458878,-0.2717965124688983,-0.0006738210232562088,24.678590250834823,8339912.376657909,99.92222414499888,False,True,True
54dc0,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,original,original,original,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,original,original,original,original,0.2960861410850554,-0.030496138241580453,0.0019092756969076924,24.642208600444718,8319842.685603153,99.91964307469607,False,True,False
2e2e5,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.18461133596889537,-0.3746405083162005,0.003310868911376419,24.66976003042422,8348466.22673005,99.91824258101953,False,True,False
a28de,original,gpt-4-o_2,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,original,original,gpt-4-o,original,gpt-4-o,0.20891527176476227,-0.3728887156839696,0.0016308590619693588,24.663753218529745,8348320.52477234,99.91992127291553,False,True,False
f47c8,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o_1,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.26927233884970153,0.08203105988252236,2.0048679660563424,24.648835735553874,8310483.453944935,97.91825568835235,False,False,False
b4a28,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,0.326931936726177,-0.2959635842847171,0.0010743399940350712,24.634584942543878,8341922.426027267,99.920477355399,False,True,False
d2478,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,0.17846641284670947,0.07206618571892418,-0.0019460064800358794,24.671278771981598,8311312.263044396,99.92349533243701,False,False,True
5a6c3,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,0.4147317408370781,-0.11956508790500654,-0.00253198517246546,24.612884880788624,8327250.822901078,99.92408085143416,False,True,True
09043,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,original,original,original,original,0.04423026152518744,-0.12058290451688261,0.0027972168311327025,24.704455756861716,8327335.477825531,99.9187558301441,False,True,False
0458f,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,0.5576620759911041,-0.1783570831964117,-0.0012774309426333023,24.577559094689786,8332140.733187249,99.92282728139142,False,True,True
335d6,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,original,original,gpt-4-o,0.257997636649436,-0.35407395987982854,3.999935490316251,24.65162232188508,8346755.643915985,95.92475327755562,False,True,False
1c791,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,original,original,original,gpt-4-o,0.2779303991996364,-0.2744261306806119,0.005555463916614702,24.646695862393827,8340131.090057215,99.91599974687993,False,True,False
a59da,original,gpt-4-o_2,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,original,original,0.3056033858533216,-0.26604365180590095,-0.0002780714658026568,24.63985637652688,8339433.893619674,99.92182870590358,False,True,True
a3cf5,gpt-4-o,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,original,original,original,0.23260755312072662,-0.012285113521412368,0.005486257839029238,24.65789757939987,8318328.018909847,99.91606889866594,False,True,False
c3ac8,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,original,original,original,original,-0.0008344791144640547,-0.14582993387848753,0.0024750139863519566,24.715593682108448,8329435.350571109,99.91907778022349,True,True,False
4b89f,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,original,original,original,original,0.14585018740526726,0.03663126397038788,0.004759246890951699,24.679339998466894,8314259.493998015,99.91679533928013,False,False,False
18f72,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.16875713576531748,-0.2527962552931156,0.0004661316527934142,24.67367845742963,8338332.067084416,99.92108508660598,False,True,False
eb514,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o_1,original,gpt-4-o,original,original,original,gpt-4-o,0.5022897655654966,-0.1701100807961918,0.00794620564543207,24.591244575744494,8331454.804742959,99.91361088066762,False,True,False
fc7b3,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,original,original,0.1598459903346418,-0.26679103437605434,0.001371114247944963,24.67588088154793,8339496.055716732,99.92018081396196,False,True,False
32aed,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,0.11960209690432881,-0.3101993324241869,-0.0013914410774273237,24.68582731572911,8343106.45679393,99.92294120208624,False,True,True
e8189,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,original,original,gpt-4-o,original,0.2414780974425813,-0.3632806657246326,-0.002563630732115089,24.65570519000292,8347521.393834645,99.92411247216813,False,True,True
255fe,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,gpt-4-o,0.22149983012585395,0.08293267850103232,0.002028709287999038,24.66064289617352,8310408.463563422,99.91952373479961,False,False,False
01506,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,-0.5664695559728937,-0.08918121217787582,0.006061810032781471,24.85539258283563,8324723.702912796,99.91549379798798,True,True,False
629a3,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o,0.26353141531843977,-0.27558471553907227,0.0029426336222459124,24.650254627047108,8340227.453107809,99.91861052743121,False,True,False
935f4,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,0.2508964457446345,-0.25804143622118325,0.0058354562288438615,24.653377408729867,8338768.324844437,99.91571997421929,False,True,False
93bbc,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.24989447374523333,-0.41249419030464957,2.0027588226982065,24.653625049991533,8351614.633379753,97.9203631771055,False,True,False
a66c6,gpt-4-o,gpt-4-o_2,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,original,original,original,original,original,gpt-4-o,0.5408014983603643,-0.19027812410018083,0.003414703148257544,24.5817262517754,8333132.242664828,99.91813882823972,False,True,False
51d8b,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.18908813246383543,-0.34715786491038686,0.00043285801375552606,24.668653572825715,8346180.4111183295,99.92111833414214,False,True,False
a6850,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,original,original,original,gpt-4-o,0.2780434128477832,-0.6284431640987846,0.00462053981938411,24.64666793063283,8369575.770827293,99.91693393753718,False,True,False
be75c,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,0.39833071325491937,-0.11389624256094816,0.004993523185309447,24.616938458299263,8326779.327674198,99.91656124677353,False,True,False
b9155,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,0.3478045622093805,-0.3284087423160773,0.005326764298317124,24.629426192287355,8344620.989177023,99.91622826708533,False,True,False
48330,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o,0.15487958980638752,-0.2953118217920307,0.0046883346137900125,24.67710834668018,8341868.216944869,99.91686619592721,False,True,False
ff678,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,original,original,gpt-4-o,original,0.38027365681712927,-0.01630353618503023,0.0035995193022159,24.621401329757646,8318662.243428332,99.91795415707246,False,True,False
b18c6,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,0.4843681102288378,-0.011847708478653622,1.9998883146576776,24.595673982296137,8318291.638592983,97.92323143325694,False,True,False
7fbb6,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,original,gpt-4-o,original,original,0.32813933310796317,-0.10383496905536858,-0.00013224462230414715,24.634286529850215,8325942.500746262,99.92168299346,False,True,True
cf625,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,0.1709153002574965,-0.18764357346615837,0.0048258821735989435,24.673145058713853,8332913.119020854,99.91672875627229,False,True,False
0a73d,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,original,0.40360877883265095,0.005296860180620211,0.0037229893280677573,24.61563396394253,8316865.672316053,99.91783078390779,False,False,False
c2343,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,original,original,original,gpt-4-o,0.08956225759662315,-0.45342450535896467,0.0035658852001886564,24.69325177839957,8355018.933023068,99.91798776478882,False,True,False
caf22,gpt-4-o,gpt-4-o_2,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,original,original,original,original,original,original,0.2809883849790757,-0.272003059302293,0.0008442878612669278,24.64594006936066,8339929.555790547,99.92070722705783,False,True,False
4746d,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,0.18115623930067518,-0.16260854444919678,0.001892739686136961,24.670613970952108,8330830.878993145,99.91965959773448,False,True,False
199e2,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,0.24147239327072573,-0.2798966654448834,0.0015483515686625633,24.655706599811094,8340586.09118589,99.92000371568241,False,True,False
174fa,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,original,original,0.2302214644257755,-0.16634486650299293,0.001393092210582873,24.658487310465425,8331141.640340039,99.92015885324085,False,True,False
