id,structure_613f3,structure_1da1a,structure_c7523,structure_aa9fb,structure_d0964,structure_e6340,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
9c5a3,llama-3-70b,original,gpt-3.5-turbo,original,gpt-4-turbo,claude-v3-haiku,4.93919926896889,3.639323447644973,-6.660089387480581,4.993295701825991,172056648.17483777,138.91147408177522,False,False,True
569de,llama-3-70b,claude-v3-sonnet,gpt-3.5-turbo,claude-v3-sonnet,original,claude-v3-haiku,17.34221685558372,5.672186020546545,-22.311006273535227,4.34179756664671,168426873.73771575,159.29484285502872,False,False,True
a4eda,original,mistral-large,mistral-large,gpt-4-o,gpt-4-turbo,claude-v3-opus,2.4483105680190778,0.7112576252331669,-1.4712152412469208,5.124135582707822,177284851.3077387,132.1536121615626,False,False,True
c9b00,gpt-4-o,llama-3-8b,gpt-3.5-turbo,gpt-4-o,gpt-4-turbo,original,20.165970925551115,8.27480676594717,-27.19038602890302,4.193473136890679,163779768.52897814,165.6496269013889,False,False,True
4a398,llama-3-70b,mistral-large,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-haiku,17.627317791743124,5.915444920755126,-21.630802955760053,4.326821958739311,167992523.20691758,158.40896280289223,False,False,True
34f01,claude-v3-opus,claude-v3-sonnet,mistral-large,gpt-4-o,gpt-4-turbo,original,8.230606033519303,2.896123080875822,-11.75432989513948,4.820406696852297,173383668.37232605,145.54608748131218,False,False,True
fccba,llama-3-70b,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,17.502785969403373,7.189681328105215,-23.81597897833145,4.333363290270791,165717312.47703147,161.25488224817607,False,False,True
2e5ae,llama-3-70b,claude-v3-sonnet,llama-3-8b,original,original,claude-v3-haiku,6.630707805735419,2.72346979607179,-10.61804740044245,4.904445174150169,173691949.16219386,144.0662211393831,False,False,True
b0e9f,claude-v3-opus,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,19.348201410697722,7.225938384112729,-27.590157716392298,4.236428434681147,165652573.75006798,166.17027970342764,False,False,True
aa00a,gpt-3.5-turbo,llama-3-8b,mistral-large,original,original,claude-v3-opus,20.5399003520469,8.508387159961046,-26.66465512993778,4.1738316002767535,163362699.4390621,164.9649279238708,False,False,True
14d1a,original,claude-v3-sonnet,original,claude-v3-sonnet,original,claude-v3-opus,12.470112310666734,2.8784737466636074,-14.240422345916691,4.597716499539092,173415182.11211824,148.78391307309883,False,False,True
a28ba,llama-3-70b,llama-3-8b,original,claude-v3-sonnet,original,claude-v3-haiku,27.835452947368076,12.212110333400636,-40.30327651198262,3.7906152678187937,156749522.59359592,182.72753258230495,False,False,True
37d4a,original,original,llama-3-8b,gpt-4-o,original,claude-v3-sonnet,-0.4505273318444301,0.8719872933398746,-1.2823102880115795,5.276403970038518,176997860.71213335,131.90758700195542,True,False,True
3a63c,mistral-large,original,gpt-4-turbo,claude-v3-sonnet,original,claude-v3-opus,10.932448704190156,4.554762020063595,-15.301888343701533,4.678485954646021,170422088.33138618,150.16634025168773,False,False,True
c3643,claude-v3-opus,claude-v3-sonnet,gpt-4-turbo,original,gpt-4-turbo,claude-v3-opus,0.6948183396520373,1.0086454775834768,-2.966327473059499,5.216241951892153,176753850.91510957,134.10080951749464,False,False,True
eaca2,original,mistral-large,original,original,original,claude-v3-opus,-1.8880387889651864,0.4751753879625403,0.6417060633452865,5.35191269419156,177706387.5597837,129.40179548181638,True,False,False
54933,llama-3-70b,claude-v3-sonnet,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,16.976678424230016,6.890544194018929,-21.182971698884696,4.360998346190899,166251436.29679886,157.82571840107616,False,False,True
b4eb6,llama-3-70b,original,gpt-3.5-turbo,original,gpt-4-turbo,claude-v3-sonnet,5.6590357932023165,1.9732403723136624,-10.494033457524052,4.9554845683742315,175031520.0808749,143.90470843377392,False,False,True
16e79,claude-v3-opus,claude-v3-sonnet,llama-3-8b,original,gpt-4-turbo,claude-v3-opus,8.949699456428696,2.197089263494038,-10.84966783347887,4.782634596573189,174631827.05990255,144.36787788808186,False,False,True
c7b13,mistral-large,llama-3-8b,original,claude-v3-sonnet,original,claude-v3-opus,16.013926279141018,6.734871029879164,-22.01516406858708,4.411569203063846,166529398.2600288,158.90954525195195,False,False,True
fc908,gpt-3.5-turbo,llama-3-8b,mistral-large,gpt-4-o,original,claude-v3-sonnet,15.474372617760647,3.4292289381995165,-20.91080455977342,4.439910548366607,172431782.08203363,157.47125462078418,False,False,True
8a067,gpt-3.5-turbo,claude-v3-sonnet,gpt-4-turbo,original,gpt-4-turbo,claude-v3-opus,6.863327946134415,2.657433673212195,-9.80148093211409,4.8922262454405425,173809859.8531956,143.00274507769365,False,False,True
c7596,gpt-3.5-turbo,claude-v3-sonnet,mistral-large,claude-v3-sonnet,original,claude-v3-opus,20.289797274542515,8.796761398448435,-27.281878710701665,4.186968862032518,162847793.2899012,165.76878471730046,False,False,True
7fe2b,claude-v3-opus,claude-v3-sonnet,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,17.339269261968152,7.377964364791151,-22.758713826242378,4.3419523960445074,165381124.00929317,159.87792614758214,False,False,True
7d693,original,claude-v3-sonnet,llama-3-8b,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,9.510921870008167,3.0763638847747727,-14.08094787301093,4.75315504828468,173061839.700167,148.57621744639374,False,False,True
a9765,llama-3-70b,original,mistral-large,original,gpt-4-turbo,claude-v3-opus,4.271418958279583,1.3853424314880385,-4.926534484197318,5.028372458275408,176081240.28611222,136.65373486179448,False,False,True
8b1cf,llama-3-70b,original,gpt-3.5-turbo,original,original,claude-v3-opus,3.833256876934698,0.5990860062325721,-7.273083316500776,5.051387968566269,177485139.15830293,139.70982228092242,False,False,True
1982e,original,original,mistral-large,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,8.238640065100938,4.316827330688359,-14.110496394278753,4.819984690146521,170846932.22625217,148.61470071290722,False,False,True
88116,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,10.234163472056952,3.3850081881553353,-14.95552008167431,4.715165054984391,172510740.3698394,149.71523875599564,False,False,True
bb930,gpt-3.5-turbo,original,gpt-3.5-turbo,original,original,claude-v3-opus,6.323484989494054,1.8690645675518398,-11.56704295744244,4.920582786668092,175217531.0184226,145.30216958530102,False,False,True
c1e25,gpt-3.5-turbo,llama-3-8b,gpt-4-turbo,original,gpt-4-turbo,claude-v3-sonnet,19.94828951525754,8.233443323728835,-27.859739250928826,4.204907373106107,163853624.95547587,166.5213760559879,False,False,True
6a007,claude-v3-opus,llama-3-8b,original,original,original,claude-v3-haiku,18.443784951338802,7.4757794938289,-25.293413234598606,4.283935070270672,165206470.3658655,163.17905624405003,False,False,True
d7b88,gpt-3.5-turbo,claude-v3-sonnet,mistral-large,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,20.17372800299773,8.032569677043506,-24.91009953276773,4.193065677862615,164212294.56627458,162.67983791728085,False,False,True
55cad,gpt-3.5-turbo,claude-v3-sonnet,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,18.47782316319351,7.843568682107338,-24.796570631721078,4.282147131860256,164549764.98319054,162.53198067202783,False,False,True
b1867,llama-3-70b,original,gpt-3.5-turbo,claude-v3-sonnet,gpt-4-turbo,original,17.262924582390816,7.2635307181202196,-21.58575115645523,4.3459625827614214,165585450.81965888,158.35028844880713,False,False,True
a4188,original,original,gpt-3.5-turbo,claude-v3-sonnet,original,claude-v3-haiku,10.246489356131987,3.6276062444159676,-13.913685965490883,4.714517608471215,172077569.80787,148.3583796566003,False,False,True
90e4e,llama-3-70b,original,gpt-3.5-turbo,original,original,claude-v3-sonnet,7.494307456527674,2.763992656789923,-8.63635925620416,4.859082538960502,173619593.6346169,141.48531929627222,False,False,True
79832,llama-3-70b,llama-3-8b,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,25.75903081905342,11.334948097955447,-39.60923227051608,3.8996843016240748,158315738.186263,181.82362645196375,False,False,True
af23f,mistral-large,llama-3-8b,gpt-4-turbo,claude-v3-sonnet,original,claude-v3-opus,20.695340075537423,7.935744824048257,-29.23895072536348,4.165666757384315,164385180.0239367,168.3176271193843,False,False,True
bf8a8,mistral-large,original,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,claude-v3-haiku,10.120843181890262,4.393531308062787,-12.786582763597982,4.721117473999039,170709973.5650959,146.8904681995937,False,False,True
113ce,llama-3-70b,mistral-large,original,original,original,claude-v3-opus,3.702022481553268,1.462198951098435,-7.862823879316945,5.0582813687622545,175944009.2534164,140.47788586850297,False,False,True
dd7ee,mistral-large,mistral-large,original,original,original,claude-v3-opus,-4.2228492956065375,-0.3451928292524788,-0.4355582065742143,5.474554194975644,179171194.6862311,130.80479794102592,True,True,True
cfa91,mistral-large,original,mistral-large,claude-v3-sonnet,gpt-4-turbo,claude-v3-haiku,10.208160311271977,4.103244481784609,-16.273253917382675,4.716530933137983,171228294.73225373,151.4314228565048,False,False,True
42c44,claude-v3-opus,original,mistral-large,gpt-4-o,original,claude-v3-sonnet,7.3966950497005035,3.9329725511691804,-10.303543743961454,4.8642098638694735,171532323.49905086,143.65661932133875,False,False,True
2847f,claude-v3-opus,claude-v3-sonnet,original,original,original,claude-v3-opus,7.2230924969287456,2.5363020199944755,-12.021670085348914,4.873328752769157,174026146.2781793,145.8942647622104,False,False,True
3b10d,original,original,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-haiku,10.175595351020565,3.2130022825485742,-15.029213742586554,4.7182414854876695,172817865.23284197,149.81121556537758,False,False,True
045be,gpt-3.5-turbo,claude-v3-sonnet,llama-3-8b,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,19.908781288804562,10.024302657398538,-27.197054570325896,4.206982637103647,160655959.00575188,165.65831184553574,False,False,True
2a2f0,gpt-4-o,llama-3-8b,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,29.421057515941733,12.094720851697229,-45.050867961525356,3.7073275991249828,156959127.19036207,188.91067878423775,False,False,True
604e7,llama-3-70b,original,mistral-large,original,original,claude-v3-opus,7.065345306643845,3.4843524103166743,-9.185578954191882,4.881614800868556,172333356.45668963,142.20060950726258,False,False,True
e2469,claude-v3-opus,mistral-large,original,original,original,claude-v3-sonnet,5.698247745777682,2.067998554037001,-9.888655557217644,4.953424866870046,174862324.76471704,143.11627916289086,False,False,True
0d2fb,original,mistral-large,original,claude-v3-sonnet,original,claude-v3-opus,8.689010739745664,4.887860700803024,-13.63150510060901,4.7963278943207115,169827324.52762285,147.9908742464369,False,False,True
cdd8d,llama-3-70b,claude-v3-sonnet,original,claude-v3-sonnet,original,claude-v3-opus,17.271658643254387,6.767840582256888,-23.359238367025792,4.345503805344924,166470529.5297864,160.66003452252878,False,False,True
e6f9a,llama-3-70b,original,llama-3-8b,gpt-4-o,original,claude-v3-sonnet,7.293840240072939,0.9564525778482715,-11.35523250110381,4.869612558512017,176847043.8617374,145.026312862464,False,False,True
fb597,mistral-large,mistral-large,mistral-large,claude-v3-sonnet,gpt-4-turbo,original,10.85695773596227,2.2296535640043276,-16.279800215039817,4.682451298134401,174573681.92646822,151.43994859338122,False,False,True
a6cc2,llama-3-70b,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,16.544407609962924,6.702927363917054,-24.357531746215376,4.383704403601587,166586435.22046226,161.9601872381853,False,False,True
3d29b,claude-v3-opus,original,mistral-large,original,original,claude-v3-haiku,6.82416265242621,3.2187237803712403,-11.033654409562923,4.894283496076241,172807649.22177678,144.60749747439448,False,False,True
d14b2,gpt-3.5-turbo,claude-v3-sonnet,mistral-large,original,original,claude-v3-sonnet,8.84171516427481,1.3813493621520707,-12.31409084119169,4.788306729542091,176088370.10452422,146.27510635422013,False,False,True
5c6bd,llama-3-70b,original,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,14.795795121454137,6.284516897029434,-24.024146549001607,4.475554452789948,167333527.34423786,161.52599456641877,False,False,True
199ac,claude-v3-opus,claude-v3-sonnet,original,original,gpt-4-turbo,claude-v3-haiku,6.605568395154804,1.0611676811783874,-11.6687282869831,4.905765681760386,176660069.98051447,145.4346020546539,False,False,True
05bda,original,mistral-large,gpt-3.5-turbo,original,gpt-4-turbo,claude-v3-sonnet,-4.070818056794633,0.5163570393086325,0.9471539277092006,5.466568390885368,177632855.72968012,129.00398770444073,True,False,False
5edd5,claude-v3-opus,llama-3-8b,mistral-large,original,original,claude-v3-opus,18.321277605402397,7.555152021840632,-27.887426087335612,4.290370061341673,165064746.87849,166.55743470997942,False,False,True
96b3d,llama-3-70b,mistral-large,gpt-4-turbo,original,original,claude-v3-opus,6.176596856228904,1.6406222842854932,-9.081589796175873,4.9282984368503095,175625425.76310986,142.06517658843154,False,False,True
3e04b,gpt-4-o,llama-3-8b,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,30.258025680367364,12.890247310819145,-48.17102671586212,3.6633638463914395,155538676.22438586,192.97429671689767,False,False,True
b5920,llama-3-70b,original,llama-3-8b,gpt-4-o,original,claude-v3-opus,4.962847312086077,2.5377706641109916,-9.977300685013462,4.992053531855345,174023523.94308275,143.23172839458567,False,False,True
06dd6,gpt-3.5-turbo,original,gpt-3.5-turbo,claude-v3-sonnet,original,claude-v3-opus,17.245304196127858,6.317974662069554,-26.42353391974803,4.346888135652989,167273786.88667583,164.65089759694916,False,False,True
790cb,claude-v3-opus,mistral-large,gpt-3.5-turbo,original,original,claude-v3-sonnet,6.399968018038001,2.448627836976692,-12.234204042328756,4.916565332841128,174182692.77205235,146.17106375446747,False,False,True
6babb,claude-v3-opus,original,original,original,original,claude-v3-opus,7.042991575466588,4.2287189613885685,-12.570670347012461,4.882788984011858,171004253.98072985,146.60926918473544,False,False,True
47a68,mistral-large,llama-3-8b,mistral-large,claude-v3-sonnet,original,original,18.915297276243837,7.845122796533824,-30.701763595415834,4.259167758747935,164546990.03672203,170.22275858188067,False,False,True
19132,gpt-4-o,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,claude-v3-haiku,18.312590500387312,7.511167960347595,-27.810229980434944,4.29082637229003,165143282.54744098,166.45689640118437,False,False,True
5b011,claude-v3-opus,mistral-large,gpt-4-turbo,original,gpt-4-turbo,original,8.244568043501665,3.3308861811208406,-12.56807938973387,4.81967330891639,172607377.8308455,146.60589478577404,False,False,True
e5825,gpt-3.5-turbo,claude-v3-sonnet,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,16.85281448715593,6.3720830673926665,-25.063705428036823,4.367504595452919,167177173.7121832,162.8798904529764,False,False,True
e4782,llama-3-70b,llama-3-8b,mistral-large,original,gpt-4-turbo,claude-v3-opus,15.394737393206226,6.301272420657741,-25.371122239017296,4.4440935788210485,167303609.54646966,163.28026253794326,False,False,True
58b2d,llama-3-70b,original,llama-3-8b,claude-v3-sonnet,original,claude-v3-sonnet,15.861880720510715,6.391187744704733,-24.772003082210418,4.4195557593368,167143061.386903,162.4999845004823,False,False,True
bb0ac,llama-3-70b,original,original,original,gpt-4-turbo,claude-v3-opus,3.3070169233075193,2.063190484992815,-7.719133883367868,5.079029979556799,174870909.80452305,140.29074755591841,False,False,True
f4222,claude-v3-opus,claude-v3-sonnet,mistral-large,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,17.60258181564972,7.401250981675681,-28.205118171106328,4.3281212749890985,165339544.62865955,166.9711890572159,False,False,True
70f74,claude-v3-opus,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,original,claude-v3-sonnet,18.492195233449163,7.5855252901564505,-28.64870951114371,4.281392204528674,165010513.9390015,167.54891149574345,False,False,True
27237,claude-v3-opus,llama-3-8b,mistral-large,claude-v3-sonnet,gpt-4-turbo,claude-v3-haiku,30.30139636511366,12.743044046501671,-35.245273767236114,3.661085697542876,155801514.7718622,176.14011435288734,False,False,True
27da3,claude-v3-opus,llama-3-8b,mistral-large,claude-v3-sonnet,original,original,32.57310963763744,14.374571114168686,-49.857363592480056,3.5417585297487677,152888344.28870574,195.17054034161893,False,False,True
c97a1,gpt-4-o,llama-3-8b,original,claude-v3-sonnet,original,claude-v3-opus,28.98408456196104,11.454663162910885,-45.83080434549056,3.7302806476596744,158101981.1481306,189.92644872601068,False,False,True
6a5e2,original,claude-v3-sonnet,mistral-large,gpt-4-o,original,claude-v3-opus,-1.2038183161433136,-0.8722421818262944,-1.4743113666532768,5.3159723789431155,180112266.7943882,132.15764447905462,True,True,True
57f60,claude-v3-opus,claude-v3-sonnet,gpt-4-turbo,original,original,claude-v3-haiku,6.80599236935725,2.8980527397583282,-12.08839664749782,4.895237933611497,173380222.87306926,145.9811677937168,False,False,True
0d12a,llama-3-70b,llama-3-8b,llama-3-8b,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,27.83901897575779,12.644836254018648,-43.750628840469105,3.7904279536567627,155976869.5348614,187.21727936931174,False,False,True
81d54,llama-3-70b,llama-3-8b,original,claude-v3-sonnet,original,original,27.770535310881286,9.818853873839874,-41.497823090577654,3.794025221792981,161022797.7447005,184.28328063244163,False,False,True
f9524,llama-3-70b,llama-3-8b,gpt-4-turbo,original,original,claude-v3-haiku,18.13978312705085,6.979451350497595,-24.783193904591624,4.29990349248983,166092688.26918238,162.51455915199523,False,False,True
fbdc6,llama-3-70b,claude-v3-sonnet,llama-3-8b,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,18.688099370139053,5.984682518463442,-24.84527280824472,4.271101871645078,167868896.12774387,162.59540918751793,False,False,True
2879d,claude-v3-opus,llama-3-8b,original,gpt-4-o,gpt-4-turbo,claude-v3-opus,18.277097052613673,6.468435018377609,-25.927286967496542,4.292690750444308,167005132.64393097,164.00459778563535,False,False,True
d5389,original,mistral-large,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,claude-v3-haiku,10.052009818414113,3.30623574234145,-14.195659496471496,4.724733110889792,172651392.3814295,148.72561504019598,False,False,True
c220b,claude-v3-opus,llama-3-8b,gpt-3.5-turbo,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,29.76315599676846,12.63874878646902,-47.187591883710226,3.6893580589909107,155987739.00257307,191.69349540703473,False,False,True
6ec6f,llama-3-70b,claude-v3-sonnet,mistral-large,original,gpt-4-turbo,claude-v3-opus,6.2477816299822395,1.5413607248971053,-8.264875013873356,4.92455928651616,175802662.0778808,141.00150736627415,False,False,True
ad9bd,claude-v3-opus,original,gpt-4-turbo,original,original,claude-v3-haiku,9.498337087375493,2.3144888778961885,-12.588072854412976,4.753816094063223,174422204.37071276,146.63193378186457,False,False,True
998bb,llama-3-70b,original,gpt-4-turbo,original,original,claude-v3-haiku,5.312434950661935,2.591491412674794,-6.821380919586424,4.9736906058155,173927602.9484817,139.12153620164028,False,False,True
1f054,llama-3-70b,claude-v3-sonnet,mistral-large,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,16.171982034783856,7.623867106856682,-23.199195298115466,4.403266946831718,164942052.77099806,160.45159837038813,False,False,True
63d97,gpt-4-o,original,llama-3-8b,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,20.015940630697845,8.965497968166366,-28.982991768968546,4.201353836618364,162546505.9842396,167.98427247716114,False,False,True
cc2ab,original,llama-3-8b,original,claude-v3-sonnet,original,claude-v3-opus,21.296753540325383,8.948659517862817,-30.72656163331248,4.134076078096404,162576571.85159695,170.2550549358247,False,False,True
595ec,claude-v3-opus,llama-3-8b,mistral-large,claude-v3-sonnet,original,claude-v3-opus,30.041916236492717,12.730737249781294,-48.79535509366138,3.674715511314571,155823489.15258718,193.7874066230418,False,False,True
4aa04,llama-3-70b,llama-3-8b,llama-3-8b,claude-v3-sonnet,original,claude-v3-sonnet,28.982286035146732,11.442678519416093,-44.3398951640786,3.730375119578093,158123380.30869132,187.9847253194269,False,False,True
5b548,mistral-large,original,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,7.746200668243099,2.5052759577069263,-11.683286966359358,4.845851246127859,174081544.8128747,145.45356292018903,False,False,True
cd67d,llama-3-70b,llama-3-8b,llama-3-8b,claude-v3-sonnet,original,original,29.125486481405392,11.435024490511756,-43.54307655967715,3.722853173967451,158137046.9474638,186.94696838945586,False,False,True
f4302,original,llama-3-8b,gpt-3.5-turbo,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,19.974880004018697,7.272298950619903,-29.693198111012588,4.203510644147173,165569794.71648183,168.90922772932825,False,False,True
502ca,original,claude-v3-sonnet,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,7.797167530392825,3.450493091776954,-11.877287486594478,4.8431740899104625,172393813.9074451,145.7062244207864,False,False,True
5f4bf,llama-3-70b,llama-3-8b,original,claude-v3-sonnet,original,claude-v3-opus,27.182375749788523,8.476255117360804,-40.689625436231275,3.8249197081197055,163420072.7550932,183.23070390801348,False,False,True
925fb,original,claude-v3-sonnet,llama-3-8b,gpt-4-o,gpt-4-turbo,claude-v3-sonnet,-2.297815193336482,0.9990467918273824,-0.9044557225564258,5.373437178973108,176770989.83273828,131.41547851997936,True,False,True
6b736,original,original,gpt-4-turbo,original,original,claude-v3-haiku,-1.6339499465260399,-0.25461559899712516,-1.0914040828131621,5.3385660706087945,179009464.66111833,131.6589554610692,True,True,True
8a6fe,llama-3-70b,llama-3-8b,mistral-large,claude-v3-sonnet,gpt-4-turbo,original,27.77727052083958,10.340920354766485,-45.00233246207941,3.7936714387964456,160090622.7948509,188.84746734486947,False,False,True
8bf54,mistral-large,mistral-large,gpt-4-turbo,claude-v3-sonnet,original,claude-v3-opus,10.471157887458773,5.427361846067383,-14.740011873928381,4.702716357028112,168864019.14142376,149.43456617277707,False,False,True
3c507,mistral-large,mistral-large,gpt-4-turbo,original,original,claude-v3-opus,-1.0312095568173563,1.2127883024572643,0.2415406847299416,5.306905691418796,176389344.02855152,129.9229610174837,True,False,False
6a903,claude-v3-opus,original,llama-3-8b,claude-v3-sonnet,original,claude-v3-sonnet,18.944096958466382,7.959375397841159,-30.225097382615033,4.257654986623675,164342986.49160874,169.6019602434826,False,False,True
e3bdc,llama-3-70b,original,gpt-4-turbo,original,gpt-4-turbo,claude-v3-haiku,5.891873418779642,1.3998946693864924,-12.230053750902885,4.9432542157359425,176055256.56156987,146.1656585171088,False,False,True
dbcd8,gpt-4-o,llama-3-8b,gpt-3.5-turbo,claude-v3-sonnet,gpt-4-turbo,original,29.79607623088963,12.79515684533583,-46.5402193776059,3.6876288450323047,155708464.84926704,190.8503733956114,False,False,True
86d63,llama-3-70b,original,gpt-4-turbo,gpt-4-o,gpt-4-turbo,claude-v3-sonnet,4.733982683906554,2.1115029886247623,-8.976638530993842,5.004075193312019,174784645.49280113,141.92849064491784,False,False,True
aaba0,gpt-3.5-turbo,original,gpt-3.5-turbo,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,19.38121758751344,6.864318219667418,-28.298577376839418,4.23469418110326,166298264.04234284,167.09290802547713,False,False,True
e695a,original,claude-v3-sonnet,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,8.207204880276558,3.0577283101560235,-14.729992876650348,4.821635898342356,173095114.41990158,149.42151767742416,False,False,True
556e4,llama-3-70b,llama-3-8b,original,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,26.91600321944322,12.552467304571753,-41.68995795612515,3.8389115617610514,156141798.7612417,184.53351235031266,False,False,True
213cf,claude-v3-opus,claude-v3-sonnet,original,claude-v3-sonnet,original,original,16.747528337611765,5.637445734448527,-24.744378096643825,4.3730350020341575,168488904.19865188,162.46400639950207,False,False,True
baa20,mistral-large,mistral-large,original,claude-v3-sonnet,original,claude-v3-haiku,9.326808424265113,3.2926558855011714,-13.741941034727715,4.762826046952978,172675639.87256622,148.1347032877224,False,False,True
012aa,original,claude-v3-sonnet,gpt-3.5-turbo,claude-v3-sonnet,gpt-4-turbo,original,9.614078725588966,3.0487645142379796,-16.196446299756897,4.747736487956717,173111119.71101993,151.33139050657545,False,False,True
05cb5,original,claude-v3-sonnet,gpt-3.5-turbo,original,original,claude-v3-sonnet,-3.401070751986649,0.5589936112722573,-1.8147166004326083,5.431388313369825,177556726.06845114,132.60097987358682,True,False,True
45761,gpt-4-o,llama-3-8b,mistral-large,claude-v3-sonnet,original,original,30.479353074398887,12.541009535830325,-47.666025297601806,3.651738096168265,156162257.1614496,192.3165953046189,False,False,True
0b0dd,claude-v3-opus,llama-3-8b,gpt-4-turbo,original,gpt-4-turbo,claude-v3-opus,18.75956469903663,7.840661083053619,-26.60236455147521,4.267347984481603,164554956.64191812,164.8838022082884,False,False,True
9cf49,mistral-large,llama-3-8b,llama-3-8b,claude-v3-sonnet,original,claude-v3-haiku,20.477134470175898,6.747206093553123,-32.3596409020662,4.177128528198227,166507373.40729117,172.38193716344819,False,False,True
d6d74,gpt-4-o,llama-3-8b,llama-3-8b,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,30.15105647920877,14.278032464272291,-49.36195694991527,3.6689826592803003,153060718.7168935,194.52533492894977,False,False,True
fa2bf,original,original,gpt-3.5-turbo,claude-v3-sonnet,original,claude-v3-opus,8.614037129809939,4.550500385284847,-14.755637209813674,4.800266062328592,170429697.68638462,149.45491622548482,False,False,True
1b3e9,original,llama-3-8b,llama-3-8b,claude-v3-sonnet,original,original,20.82527260944799,6.71190929672901,-33.668280465512176,4.158841740572825,166570397.5450427,174.08627710769494,False,False,True
f0604,llama-3-70b,original,gpt-3.5-turbo,original,gpt-4-turbo,claude-v3-opus,5.084440694040297,0.010226987272469923,-10.934579672105315,4.985666548926384,178536575.415029,144.47846497588884,False,False,True
cf081,original,llama-3-8b,llama-3-8b,gpt-4-o,gpt-4-turbo,claude-v3-sonnet,9.561564987065513,4.280212275689918,-14.751630499705868,4.750494897551834,170912310.1777275,149.44969798489933,False,False,True
1cb8e,original,mistral-large,gpt-4-turbo,gpt-4-o,original,claude-v3-opus,-1.8116357840308754,-1.4351817441217098,-1.6231496755187258,5.347899443795905,181117422.6077239,132.35148782761237,True,True,True
b7e42,llama-3-70b,claude-v3-sonnet,original,original,gpt-4-turbo,claude-v3-opus,3.7197097657382874,1.9061209971389126,-7.713138498749371,5.057352301897481,175151364.97127354,140.28293931461818,False,False,True
48df9,gpt-3.5-turbo,original,mistral-large,claude-v3-sonnet,original,claude-v3-opus,17.53552608834711,7.426833979575552,-25.257528516533046,4.331643537292257,165293864.94866556,163.13232087084603,False,False,True
47e99,claude-v3-opus,original,gpt-4-turbo,claude-v3-sonnet,original,claude-v3-opus,17.185257195027404,8.281607131087643,-28.454411601867545,4.350042247865349,163767626.14814088,167.29586268298175,False,False,True
324f0,mistral-large,claude-v3-sonnet,gpt-4-turbo,claude-v3-sonnet,original,claude-v3-opus,9.837690221520822,2.067624731893764,-14.039773327521486,4.735990759823471,174862992.24223256,148.52259273220653,False,False,True
763d7,gpt-3.5-turbo,claude-v3-sonnet,gpt-3.5-turbo,claude-v3-sonnet,gpt-4-turbo,claude-v3-opus,19.173922349564062,9.032812626039618,-28.095777611943785,4.245582858799025,162426312.40713853,166.82878660530142,False,False,True
3c9e9,claude-v3-opus,llama-3-8b,gpt-4-turbo,original,original,claude-v3-sonnet,19.35235643991059,8.584835203111634,-26.536577354741773,4.236210181843489,163226197.76083997,164.79812258316872,False,False,True
e3951,mistral-large,original,gpt-4-turbo,original,original,claude-v3-opus,-2.2945841040184036,-0.13966543135261944,-0.9094144753573973,5.373267458286136,178804215.57757434,131.42193667752588,True,True,True
