id,structure_5fba4,structure_06fb2,structure_975e2,structure_52fce,structure_14320,structure_c80df,structure_6fedc,structure_bbdd3,structure_4bd55,structure_d00ba,structure_ea5c4,structure_74928,structure_9176d,structure_24ac5,structure_bcaba,structure_bfcaa,structure_dc0fa,structure_1a80e,structure_70b08,structure_793be,structure_5a2ea,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
8f514,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,-1.3739636153186137,-9.42441760471871,0.0020656917772000497,25.14802283172806,8908868.42372107,99.91517728430091,True,True,False
65ab8,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,-0.48738139440227346,-9.758341649192015,0.003160144941164847,24.928086773802836,8936055.092298789,99.91408373689252,True,True,False
c3d6c,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o_1,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,-0.741101879800907,-10.026957842141467,-0.01167825864111039,24.991027674327295,8957924.67471788,99.92890986039993,True,True,True
b17b7,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,0.6773003033537784,-8.933609056339971,-0.004980561946911783,24.639162074774504,8868908.889327759,99.92221770663468,False,True,True
ff2ff,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,0.9351276133691936,-8.484275148160792,0.006235144175363167,24.575202386826277,8832326.042885339,99.91101128248874,False,True,False
fb01d,original,original,original,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,original,original,original,gpt-4-o,gpt-4-o,original,0.24369855108349164,-10.062506530173096,0.011780463124323709,24.746726447095472,8960818.89696957,99.90547055277551,False,True,False
e0276,original,gpt-4-o_2,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,0.778862440138708,-8.483150399011304,0.014614564290810754,24.613967371483643,8832234.470616536,99.90263879707526,False,True,False
34542,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,original,original,0.6716092670714624,-9.942617251544602,0.0006955305241597131,24.640573860456545,8951058.024285976,99.91654631162585,False,True,False
eecc3,original,gpt-4-o_2,original,gpt-4-o,original,original,original,gpt-4-o,original,original,original,original,original,original,original,original,original,gpt-4-o,gpt-4-o,original,original,0.23768865418548166,-9.457694683412257,0.017905951374140455,24.748217333108187,8911577.701248847,99.89935013390219,False,True,False
e69bb,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,original,gpt-4-o,original,original,0.6992160189509568,-10.546983745819146,5.741989816029354e-05,24.633725403497618,9000262.96131061,99.91718389415958,False,True,False
fb2d6,original,original,original,original,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,original,gpt-4-o,original,0.8719343198601806,-8.418431403312223,0.002107104481703585,24.59087886164586,8826965.326582512,99.91513590586904,False,True,False
003c6,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,-0.11441996335481787,-8.066398740783008,0.020349305352830933,24.83556555584073,8798304.331715222,99.8969088020123,True,True,False
1e59a,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,gpt-4-o,original,-1.2722042554841135,-10.395704055945716,0.00782223646091021,25.122779202957947,8987946.415499672,99.90942550366067,True,True,False
d0577,gpt-4-o,original,original,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.58793067069176,-9.930357732927288,-0.00976919678081058,24.661332161476214,8950059.906674838,99.92700237845504,False,True,True
7d07a,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,original,original,original,gpt-4-o,gpt-4-o,original,0.5642011587800838,-8.247988614408676,-0.01297242047856001,24.667218784491222,8813088.60314772,99.93020295120543,False,True,True
87927,original,original,original,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,0.4093997910416684,-9.739770207045375,0.0073939242583522915,24.705620640267927,8934543.084849767,99.90985346139747,False,True,False
cd50f,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,-1.3960296759486395,-9.11975676942307,-0.015792615451659248,25.153496799369652,8884064.240569605,99.93302081222089,True,True,True
7d8f7,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,0.977461285671868,-9.369876960352077,0.017792996075101493,24.564700596034527,8904427.957552334,99.89946299572085,False,True,False
01520,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,0.7704854411645977,-10.578533423789116,0.023070625171106078,24.616045468797285,9002831.601254033,99.89418973432385,False,True,False
2676b,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,original,original,original,original,0.8138034567110909,-9.5885612461777,0.006546875726660573,24.605299490193527,8922232.297492197,99.91069980892253,False,True,False
1cd2e,original,gpt-4-o_2,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,-0.29669993304147774,-9.790499928948948,-0.012742287028480527,24.880784078190725,8938673.281998666,99.92997300821088,True,True,True
07b82,original,gpt-4-o_2,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,1.088351472022373,-9.421897682116848,0.0008868928738081869,24.537191866586607,8908663.262392461,99.91635510764526,False,True,False
19644,original,gpt-4-o_2,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,0.6552712195427128,-9.054388569743129,-0.009960944642835668,24.64462686950962,8878742.241122024,99.92719396762897,False,True,True
abfe8,original,original,original,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,0.6829542326699397,-9.523862402017775,0.01638696096777578,24.63775949428479,8916964.794110367,99.90086786721133,False,True,False
4e2c4,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,0.9652966881099154,-9.730467056962695,0.002927355472595558,24.567718289792538,8933785.662129803,99.91431633370748,False,True,False
7d63e,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,0.6152192026802076,-9.118328306768664,-0.010148716909258282,24.654562645902235,8883947.941245241,99.92738158449744,False,True,True
35559,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,original,0.4779026343905765,-9.208762730039693,-0.007348604765059726,24.688627015799284,8891310.725489678,99.92458378969059,False,True,True
d1ef5,original,original,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,original,original,gpt-4-o,0.6467653998787387,-9.25726265022208,0.012182462442515462,24.646736923605204,8895259.381712155,99.90506888614686,False,True,False
e688f,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,0.8328446113210868,-10.362437279912875,0.0008760748764026981,24.600575916469097,8985237.976770498,99.91636591668983,False,True,False
d5d27,original,original,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,original,gpt-4-o,gpt-4-o,original,original,-0.39216206602190523,-9.442808555665971,0.002098301549332317,24.904465542485315,8910365.73634802,99.91514470151621,True,True,False
aa82d,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,-1.1937954539834184,-9.77517579479956,-0.0030779211236874877,25.10332818950216,8937425.656488448,99.9203166404129,True,True,True
29359,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,1.0738217295978276,-9.39218294397193,0.0019871144023480003,24.540796286116045,8906244.015407436,99.91525579664612,False,True,False
84ae4,original,original,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,original,-0.5234213838589883,-8.820042571297122,-0.0011247281268500272,24.937027279287577,8859662.791475577,99.91836506385386,True,True,True
7d326,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,-0.275811384119319,-10.446987069293023,0.006716800751674377,24.875602218012016,8992121.659273265,99.91053002452531,True,True,False
89105,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,-0.7244635726933412,-9.641205945912409,-0.0017446407701398293,24.98690017933647,8926518.403951881,99.91898446346529,True,True,True
ecbce,original,gpt-4-o_2,original,original,original,original,original,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,original,original,original,original,0.7296903789543152,-8.767897434163286,0.009956499733911653,24.626165573795635,8855417.357267827,99.90729300667692,False,True,False
94436,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,0.6191191182930801,-9.591313131084657,-0.000666984720309708,24.653595186769962,8922456.344200326,99.91790769926996,False,True,True
36055,original,gpt-4-o_2,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,0.7917506260435024,-9.856952078106708,0.0015613973534514547,24.610770175854366,8944083.531980151,99.91568116137698,False,True,False
db76e,original,gpt-4-o_2,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,0.018847760891195726,-9.82430388787746,-0.005559552819216137,24.80250559002161,8941425.455863396,99.92279621834147,False,True,True
a6025,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,1.000606021230216,-9.235821550118724,-0.01915284539389908,24.558959039549034,8893513.738976631,99.93637826127939,False,True,True
8b3f9,gpt-4-o,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,0.01906340977948447,-9.174533212339705,-0.005743368758436413,24.802452093611162,8888523.904448526,99.92297988215695,False,True,True
f9e70,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,0.48666796254589956,-8.499892628096143,-0.0026187940805626683,24.68645258496205,8833597.55135575,99.91985789333751,False,True,True
cdbec,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,-0.26393208421499,-9.623786135823266,-0.005141094568247111,24.872655298560858,8925100.15746314,99.92237810640125,True,True,True
f98a2,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,gpt-4-o,original,original,original,gpt-4-o,original,0.7737538876168911,-8.702555054141744,-0.007324899392465065,24.615234659363825,8850097.459946485,99.92456010393626,False,True,True
0ab65,original,gpt-4-o_2,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,0.9006786632998358,-8.701423485320236,0.00034582171778486037,24.58374820028742,8850005.332449133,99.91689573101765,False,True,False
5302e,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o_1,original,gpt-4-o,original,gpt-4-o,original,original,0.7514583674794405,-10.34261705438069,0.015116640082555862,24.620765549441177,8983624.298715271,99.90213713679508,False,True,False
f09e6,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o_1,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,0.5960318627417854,-9.008441469459447,0.009140256963006028,24.65932248408596,8875001.424585467,99.90810857393565,False,True,False
015d7,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,original,-0.06308368955232034,-8.633662861996461,-0.0040603885554396715,24.822830473383267,8844488.552093202,99.92129829476706,True,True,True
6f95d,original,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,0.37130878198259093,-9.741999622022695,0.005207270473929192,24.715069945901632,8934724.594289156,99.91203830553492,False,True,False
0a34e,original,gpt-4-o_2,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,0.469310146709325,-10.057419039595164,0.0013008687524202226,24.690758569786947,8960404.695229612,99.91594147436784,False,True,False
53242,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,original,original,original,original,original,gpt-4-o,original,-0.32712762026019654,-9.506956132585593,0.004460840054389944,24.888332329690456,8915588.357907148,99.9127841182181,True,True,False
e24c3,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,-0.2557210779705032,-7.596974201685183,0.00020986750351424145,24.870618379364412,8760085.791966667,99.91703157271793,True,True,False
c587b,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,0.10214818958182399,-9.892596638003036,-0.008082628136234489,24.781841101745766,8946985.559709327,99.92531720559332,False,True,True
fc35a,original,gpt-4-o_2,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,original,original,gpt-4-o,0.31956140324061266,-9.79543245713657,-0.01037770202025708,24.727907011906307,8939074.867363082,99.92761038010326,False,True,True
f2daf,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,original,1.0230080868653877,-9.925255199396927,-0.014598652638634224,24.553401718537014,8949644.480201984,99.93182783751637,False,True,True
84ded,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,original,original,original,0.37850000490226926,-9.993998290340167,-0.0019765513668754627,24.7132860062023,8955241.248872625,99.91921618213576,False,True,True
b52db,gpt-4-o,gpt-4-o_2,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,original,original,gpt-4-o,gpt-4-o,original,original,0.5968488266878594,-9.08943832213154,-0.005177352987540036,24.659119818359613,8881595.842165992,99.92241433481354,False,True,True
51f71,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,original,original,-1.339458131312147,-11.349764635420662,0.02124352498749484,25.139462993790705,9065621.950420087,99.89601532242249,True,True,False
58070,original,gpt-4-o_2,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,original,original,0.7204286443877299,-8.485105658969562,0.0057705311756645564,24.62846314907074,8832393.659525955,99.91147551098061,False,True,False
dbc06,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o_1,gpt-4-o,original,original,original,original,original,0.3146912453313856,-7.518013693363063,0.008071955456994176,24.729115160803,8753657.164840197,99.90917599132887,False,True,False
f614b,original,original,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o_1,gpt-4-o,original,gpt-4-o,original,original,original,-0.3815085774499541,-8.901336348017832,0.00491667900387247,24.901822712272406,8866281.383343147,99.91232865651516,True,True,False
82adf,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,original,original,original,-0.2942907233437127,-8.651169316268682,-0.0015778142553987936,24.880186421175797,8845913.85278103,99.91881777501406,True,True,True
11099,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,original,0.3396302250917532,-10.130353822579456,0.010039203906402944,24.722928502907354,8966342.733551798,99.90721037094936,False,True,False
2ff13,original,gpt-4-o_2,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,original,0.6319475115753668,-8.56790677934217,2.8215833199896342e-05,24.65041282400489,8839134.972871583,99.91721307405562,False,True,False
ca22c,gpt-4-o,original,original,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,0.002598869193323228,-9.544795236698969,-0.015967219575570835,24.80653648202618,8918669.056047441,99.93319527184464,False,True,True
66254,original,original,original,original,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,0.7653827402606637,-10.680096989151462,0.0011107734024090076,24.617311305056017,9011100.47268386,99.91613141239735,False,True,False
84276,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,original,original,0.8939685845305434,-8.616218970999926,-0.006534501283052739,24.58541278168559,8843068.345039899,99.92377035995031,False,True,True
0fd66,original,original,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,original,original,original,gpt-4-o,gpt-4-o,original,-0.32146976650567893,-8.649786945380534,0.012289150023709883,24.88692877565821,8845801.306051288,99.90496228685896,True,True,False
878c5,original,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,original,-0.46236216388225526,-10.261643724611899,0.004839405127412656,24.921880207955837,8977031.796269001,99.91240586644074,True,True,False
e2e3f,original,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,-0.28044365298772356,-10.278105156819542,-0.002008084314970109,24.876751353343327,8978372.015726542,99.91924768898758,True,True,True
f65db,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,0.6595755024751587,-9.218647972816399,-0.014198765703192133,24.643559098243713,8892115.539709045,99.93142828152229,False,True,True
dd06f,original,gpt-4-o_2,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,0.678454809042969,-9.36897270966653,0.020941511510741976,24.638875674456358,8904354.3373261,99.89631708595671,False,True,False
2a35c,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o,1.0085429174697644,-9.409497992110804,1.4573813654032127e-06,24.55699011931817,8907653.732625917,99.9172398103625,False,True,False
58040,original,gpt-4-o_2,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.7004583990217585,-9.693929495150458,-0.0012246328883028556,24.633417204022408,8930810.930001142,99.91846488593539,False,True,True
84b45,original,gpt-4-o_2,original,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,0.6753106031005811,-9.190613349890356,-0.030055597277890398,24.639655663321417,8889833.08052467,99.947271990184,False,True,True
4322a,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,-0.5739619427470222,-8.639845889312005,0.009010166692921512,24.949564967304468,8844991.947752235,99.90823855654467,True,True,False
e1108,gpt-4-o,gpt-4-o_2,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,-0.02093707380142177,-9.506962386772056,-0.006118218598390612,24.81237508604924,8915588.86709628,99.92335442177593,True,True,True
98bd9,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,0.18070197004661137,-9.606701040611972,-0.006022598142755125,24.762354123095673,8923709.162029251,99.92325888045457,False,True,True
042c1,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o_1,gpt-4-o,gpt-4-o,original,original,original,original,-0.17890727533511622,-10.109079145524566,0.0037685281981330995,24.851563040167093,8964610.640269622,99.91347585712583,True,True,False
c6347,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,0.26633188326976126,-8.298693842711165,0.0026478042261871377,24.741111755371094,8817216.8061323,99.91459565360081,False,True,False
