id,structure_5fba4,structure_06fb2,structure_975e2,structure_52fce,structure_14320,structure_c80df,structure_6fedc,structure_bbdd3,structure_4bd55,structure_d00ba,structure_ea5c4,structure_74928,structure_9176d,structure_24ac5,structure_bcaba,structure_bfcaa,structure_dc0fa,structure_1a80e,structure_70b08,structure_793be,structure_5a2ea,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
022d2,original,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,0.9751479944531979,-7.546095831008595,-0.007016429328260577,24.565274458378553,8755943.492469965,99.92425188915797,False,True,True
e1671,original,gpt-4-o_2,original,gpt-4-o,original,original,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,0.43322774428563393,-9.505492471074463,-0.002918369044380127,24.699709596733253,8915469.192842303,99.92015722037688,False,True,True
b9982,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,original,0.8048244218640032,-10.028198493665524,0.0020052170167378512,24.607526935636997,8958025.683262678,99.91523770901323,False,True,False
132cd,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,0.9912284056078616,-10.526011670121438,-0.009672711218168758,24.561285361647606,8998555.50453768,99.92690597274263,False,True,True
8c8d5,original,original,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,original,0.23008999047028933,-8.616535269404654,0.01205599566144593,24.750102347383898,8843094.096704217,99.90519524826563,False,True,False
dcef7,original,gpt-4-o_2,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,0.6819323920183957,-8.046915356588135,-0.009642015736034206,24.638012984146673,8796718.077842088,99.92687530266369,False,True,True
09df2,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,0.8390664028615179,-10.026498164931319,-0.005420832086656573,24.59903246536851,8957887.249763997,99.92265761241244,False,True,True
89db0,original,gpt-4-o_2,original,original,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,original,0.7083794873833693,-8.416609093759757,-0.022717723527874874,24.631452205280464,8826816.96192693,99.93994018916537,False,True,True
21b3f,original,gpt-4-o_2,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,0.9814257192513993,-9.960177186185955,-0.013354043527416396,24.563717131813366,8952487.679116894,99.93058425842788,False,True,True
ff9f7,original,gpt-4-o_2,original,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,1.0765482081110245,-9.89029246973248,-0.000771848913324525,24.54011992365122,8946797.964176284,99.9180124766787,False,True,True
ddf82,original,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,original,original,original,0.7541061920388766,-10.327868080751069,-0.0010494693990392473,24.620108698805172,8982423.500316454,99.91828986740921,False,True,True
590f9,original,original,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,0.8859412309882266,-7.944362506507599,0.001591243755558195,24.587404141823452,8788368.663078507,99.91565133967538,False,True,False
53911,original,original,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,original,original,gpt-4-o,0.9502134046576742,-9.35580594945033,-0.008997446013128954,24.571460027247667,8903282.355981346,99.92623126637852,False,True,True
e2bb3,original,gpt-4-o_2,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,0.6998519331386573,-9.505377781955081,-0.0005913701135592265,24.633567651112873,8915459.85534436,99.9178321472409,False,True,True
76839,original,gpt-4-o_2,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,original,original,original,original,gpt-4-o,0.9043379367582545,-10.059364556120151,0.010145942831644052,24.582840437690418,8960563.090870336,99.9071037203599,False,True,False
69506,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,-0.208651219273796,-8.633609085395335,-0.006297403692866024,24.858941674232483,8844484.173832169,99.92353345857909,True,True,True
42a5c,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,0.39420347976050335,-0.45443761153318024,0.022759389268255013,24.70939041674137,8178570.988541901,99.8945007126518,False,True,False
2f934,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,0.4133582879070583,1.5927455769020815,0.003566546377123361,24.7046386487782,8011898.08258314,99.91367767178924,False,False,False
34008,original,gpt-4-o_2,original,original,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,-0.5421574534328032,-0.4072095772614118,0.004488569154553429,24.941675170014303,8174725.883834485,99.91275641206619,True,True,False
94f05,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o_1,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,0.23501192693852174,-9.32474005576447,-0.006487155426670744,24.748881353686254,8900753.10368674,99.92372305327676,False,True,True
065fe,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,-1.4336439908900946,-8.653555296565882,0.008132172025394574,25.162827850629885,8846108.109099634,99.90911582459493,True,True,False
a5f53,gpt-4-o,gpt-4-o_2,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,-0.13307416534040956,-9.674360548595581,-0.001201889155639736,24.840193137526512,8929217.710006332,99.91844216102515,True,True,True
c877d,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,-0.2614740893436009,-8.048758316779741,0.005930631134771859,24.872045539319515,8796868.123784453,99.9113155435182,True,True,False
6838c,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,original,original,original,original,-1.5034464039885298,-9.643073234666167,-0.002772161591090612,25.18014386172096,8926670.430621801,99.92001113392303,True,True,True
6c52e,original,gpt-4-o_2,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,0.8965072256088239,-8.970857640652328,-0.00907138427360451,24.584783016393583,8871941.509869615,99.92630514344863,False,True,True
f9d3f,original,gpt-4-o_2,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,0.005179137349783236,-8.09785895675354,-0.005250038632714761,24.805896390229464,8800865.688044993,99.922486960305,False,True,True
6f574,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,0.19602780281020707,-9.622968540903248,-0.00788866397019365,24.758552215993404,8925033.592378987,99.92512340194956,False,True,True
f6673,original,gpt-4-o_2,gpt-4-o,original,original,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,original,original,0.3422220763481252,-9.021008404732756,-0.006183976263074585,24.722285537670057,8876024.5707469,99.9234201250204,False,True,True
ccd30,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,original,-0.46566753709690195,-9.643974372161038,0.008305116058055333,24.92270017787814,8926743.797385355,99.90894302368856,True,True,False
df7ea,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o_1,original,original,original,original,original,original,0.2633368810694771,-8.01573681345993,-0.007956115391295591,24.74185473099351,8794179.654111328,99.92519079754872,False,True,True
4aa5e,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,0.5407521190686952,-8.890035965084872,-0.002872686001914546,24.673035830259323,8865361.354460279,99.92011157514112,False,True,True
dca58,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o_1,original,original,original,gpt-4-o,original,gpt-4-o,0.40707985731063384,-9.489821960879892,-0.0036722189888468565,24.70619615043203,8914193.366874827,99.92091044644468,False,True,True
a7d65,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,original,original,original,gpt-4-o,original,original,0.8932979961280243,-8.601853635317175,0.0077306033119574425,24.58557913576563,8841898.780803125,99.90951706097519,False,True,False
631ff,original,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,0.6142192267565819,-8.500888585398709,0.004343838707121321,24.654810711741447,8833678.637942806,99.91290102273653,False,True,False
31ca7,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,0.7651212895727907,-9.95944200286748,-0.012183339313439094,24.617376163601875,8952427.823633127,99.92941452307389,False,True,True
eba51,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o,0.8471311787266425,-8.755879743393521,-0.013531631141168645,24.597031821807224,8854438.928246513,99.93076169907238,False,True,True
24c2d,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,-0.12449141867577385,-8.37021494879476,0.0033210643352573877,24.83806400001049,8823039.748922998,99.91392295067328,True,True,False
5595d,original,gpt-4-o_2,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,0.268015001794087,-8.88661529528016,-0.012554245023315192,24.740694221109152,8865082.858144024,99.9297851218269,False,True,True
2f833,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,0.32137920908968276,-10.31057758211682,-0.012223558994047484,24.72745606551568,8981015.78181372,99.9294547094692,False,True,True
6666b,original,gpt-4-o_2,original,gpt-4-o,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,original,original,original,-1.0844185440741765,-9.880592133329975,-0.004973656636531767,25.076194861282904,8946008.204243653,99.92221080703905,True,True,True
1701a,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,original,original,gpt-4-o,original,original,original,original,original,gpt-4-o,original,original,0.7177699375209342,-10.37823625358427,0.008445114828061769,24.62912269930045,8986524.26168523,99.90880314077977,False,True,False
927bf,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,0.5348134827629222,-9.558629534599007,-0.010494658560368221,24.674509038527805,8919795.385457493,99.92772723985162,False,True,True
dff43,original,gpt-4-o_2,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,0.6487973479120942,-10.678910170603478,-0.0033583103486820817,24.64623285457492,9011003.846989904,99.92059679759133,False,True,True
7ec56,original,gpt-4-o_2,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,original,original,0.2885032129539132,-8.921674262793449,-0.005975165582817966,24.73561167344451,8867937.209444076,99.92321148714922,False,True,True
71051,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o_1,gpt-4-o,original,original,original,original,original,0.5969889151209967,-9.304207651362086,-0.00539435165712038,24.65908506636818,8899081.44307161,99.92263115389777,False,True,True
30bcd,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o_1,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,0.38942587652605964,-9.872349317530196,0.0005080915226032078,24.710575605432194,8945337.109409349,99.91673359550526,False,True,False
ad5a8,original,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o,original,original,original,gpt-4-o,-0.23870114426200864,-10.36019499120949,-0.0035216957923906466,24.86639621357123,8985055.419207353,99.92076004781931,True,True,True
4338d,original,gpt-4-o_2,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o_1,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,-0.540829506590188,-10.292515515098243,-0.010336508901423767,24.941345743834972,8979545.24551066,99.92756922107533,True,True,True
8b30d,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o_1,original,original,original,original,gpt-4-o,original,0.9084277621497622,-9.459077688740464,-0.007530991871392772,24.581825867295265,8911690.299631987,99.92476602585566,False,True,True
b0fd8,original,original,original,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o_1,gpt-4-o,original,gpt-4-o,original,original,original,0.7833064210627066,-9.855479809563061,-0.0034054141770869053,24.612864945083857,8943963.666167503,99.9206438624372,False,True,True
fa474,original,gpt-4-o_2,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,0.960326887509707,-8.884879810068668,-0.0056316294196224305,24.568951157232124,8864941.562355215,99.9228682352922,False,True,True
500ed,original,original,original,original,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,gpt-4-o_1,gpt-4-o,original,gpt-4-o,original,original,original,0.5979338037435828,-8.76876017997049,0.007232974136889623,24.65885066613555,8855487.59834425,99.91001427831866,False,True,False
b3989,original,original,original,gpt-4-o,original,original,original,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,-0.11798385894556077,-10.05967568911589,-0.016660975572270385,24.836449657877285,8960588.42198913,99.93388845369766,True,True,True
ba7e3,original,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,original,-0.3194579061905502,-9.82545642781742,-0.003555072032076804,24.88642968982458,8941519.290739587,99.92079339643725,True,True,True
8dfcd,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,original,0.33482052055230654,-8.518688562824975,0.0013887113681372858,24.724121655027073,8835127.836031377,99.91585370444956,False,True,False
7a279,gpt-4-o,gpt-4-o_2,original,original,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,-1.122856220196664,-8.515933651210752,0.006633774014097459,25.08573016524315,8834903.542901678,99.91061298255102,True,True,False
81a91,original,gpt-4-o_2,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,0.1437796777487579,0.45153953190729007,0.0039691376008957335,24.771513503044844,8104810.201484609,99.91327541374487,False,False,False
00848,original,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,original,original,gpt-4-o,original,original,original,0.42271530523376216,1.5255409612235131,0.0076162743329538495,24.702317436536152,8017369.595172861,99.90963129533698,False,False,False
8c39c,original,original,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,0.664571592807767,-4.041332825681804,0.007856660025828447,24.642319709062576,8470600.66721891,99.90939110858426,False,True,False
9beec,original,gpt-4-o_2,original,original,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,0.8854885890724673,-9.689668719814238,0.0020493675640725615,24.587516429523628,8930464.035882952,99.91519359500433,False,True,False
801d8,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,-0.18942387909707992,-8.87070564281652,0.014549556694040924,24.85417191311717,8863787.562235046,99.90270375087256,True,True,False
6cbea,gpt-4-o,gpt-4-o_2,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,-1.7748010627705262,-9.221800357556646,-0.0002731264045388852,25.247459303587675,8892372.193401946,99.91751416690634,True,True,True
d39aa,original,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,0.7578162178957683,-8.618347062694186,-0.004842667871714525,24.619188345968723,8843241.605170615,99.92207992667888,False,True,True
303f6,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,original,original,original,gpt-4-o_1,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,-0.4414789059439344,-8.92150196473936,0.011007032244528907,24.916699660321076,8867923.181672879,99.9062433435737,True,True,False
68952,original,gpt-4-o_2,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,0.10922644474051223,-9.090011018920665,-0.015146052629497668,24.780085186163586,8881642.468690973,99.93237478448593,False,True,True
96eb8,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,-0.5555537239563291,-8.700393128118838,0.004412023017737816,24.944998407115538,8849921.445169332,99.91283289485439,True,True,False
e47cb,original,gpt-4-o_2,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,0.7845472643955238,-8.549689639005637,0.008898594323062116,24.612557126830023,8837651.811161727,99.90835003657865,False,True,False
f6752,gpt-4-o,gpt-4-o_2,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o_1,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,0.6260457169357025,-8.549998356614287,-0.0074714069717760154,24.651876892894506,8837676.945630027,99.92470649026775,False,True,True
90d1c,gpt-4-o,gpt-4-o_2,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,1.0804573741857146,-10.025318480400202,-0.004725748849238784,24.53915016974012,8957791.204891205,99.9219631044171,False,True,True
15163,original,gpt-4-o_2,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,-0.3662540503295457,-8.838471992004704,0.0031475799644432472,24.89803849409024,8861163.236146001,99.91409629147063,True,True,False
7635e,original,gpt-4-o_2,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o_1,original,original,original,original,gpt-4-o,original,0.9803920251942266,-10.025802754051133,0.0012830003065422008,24.56397356217106,8957830.632382177,99.91595932802602,False,True,False
7926b,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,original,original,0.5196631284568324,-9.321335579926552,0.004809027749750241,24.678267414371174,8900475.925814053,99.91243621867847,False,True,False
7fdb8,original,gpt-4-o_2,original,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o_1,gpt-4-o,gpt-4-o,original,original,gpt-4-o,original,0.6297885148561969,-7.578856391433042,-0.011386672368070548,24.65094841023286,8758610.717287766,99.92861851544,False,True,True
f706c,original,gpt-4-o_2,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o_1,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,0.4452680262527636,-9.522680739338616,0.011839604375886522,24.696722742170095,8916868.588185215,99.9054114604685,False,True,False
7824d,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,gpt-4-o,original,original,original,gpt-4-o,original,-0.4230906547356003,-9.138347906302371,-0.007196327912902693,24.91213805352648,8885577.851479588,99.92443163886082,True,True,True
b0cca,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,original,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,0.6439061862486487,-8.599130911726382,0.015095859837871008,24.64744621391098,8841677.108284729,99.9021578998423,False,True,False
4d32d,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,0.6979637276710788,-8.768868663312077,-0.01232974452398305,24.63403606166442,8855496.430594286,99.92956080712133,False,True,True
13cdd,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o_1,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,gpt-4-o,0.7331402555952251,-8.985596423609111,0.006490897945191423,24.625309756646555,8873141.478587402,99.9107557403775,False,True,False
36832,original,gpt-4-o_2,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,0.6741885741409803,-10.61531216414952,-0.015398156263881321,24.63993400707841,9005825.969109338,99.93262667948254,False,True,True
84811,original,gpt-4-o_2,gpt-4-o,gpt-4-o,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o,gpt-4-o_1,original,gpt-4-o,gpt-4-o,original,gpt-4-o,original,0.14745127514494924,-8.654035244388934,0.013810246369377664,24.77060268322627,8846147.184400188,99.90344244935336,False,True,False
1caf7,gpt-4-o,gpt-4-o_2,original,original,original,original,original,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,original,gpt-4-o,original,gpt-4-o_1,gpt-4-o,original,original,gpt-4-o,gpt-4-o,original,-0.8142502119693442,-10.632841635210307,0.0073572392091160255,25.009173713624477,9007253.143725721,99.90989011608663,True,True,False
